Datetime,Latitude,Longitude,Altitude,Speed (km/h),Course
2024-11-11 17:16:51,51.9873033,5.6643233,16.9,,0.0
2024-11-11 17:16:52,51.987305,5.6643233,16.9,,0.0
2024-11-11 17:16:53,51.987305,5.6643233,16.8,,0.0
2024-11-11 17:16:54,51.987305,5.6643233,16.8,,0.0
2024-11-11 17:16:55,51.987305,5.6643233,16.8,,0.0
2024-11-11 17:16:56,51.987305,5.6643233,16.8,,0.0
2024-11-11 17:16:57,51.987305,5.6643233,16.8,,0.0
2024-11-11 17:16:58,51.987305,5.6643233,16.8,,0.0
2024-11-11 17:16:59,51.9873067,5.6643233,16.8,,0.0
2024-11-11 17:17:00,51.9873067,5.6643233,16.8,,0.0
2024-11-11 17:17:01,51.9873067,5.6643233,16.8,,0.0
2024-11-11 17:17:02,51.9873067,5.6643233,16.8,,0.0
2024-11-11 17:17:03,51.9873067,5.6643233,16.8,,0.0
2024-11-11 17:17:04,51.9873067,5.6643233,16.8,,0.0
2024-11-11 17:17:05,51.9873067,5.6643233,16.8,,0.0
2024-11-11 17:17:06,51.9873067,5.6643233,16.8,,0.0
2024-11-11 17:17:07,51.9873067,5.6643217,16.8,,0.0
2024-11-11 17:17:08,51.9873067,5.6643217,16.8,,0.0
2024-11-11 17:17:09,51.9873067,5.6643217,16.8,,0.0
2024-11-11 17:17:10,51.9873067,5.6643217,16.8,,0.0
2024-11-11 17:17:11,51.9873067,5.6643217,16.8,,0.0
2024-11-11 17:17:12,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:13,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:14,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:15,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:16,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:17,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:18,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:19,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:20,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:21,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:22,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:23,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:24,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:25,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:26,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:27,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:28,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:29,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:30,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:31,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:32,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:33,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:34,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:35,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:36,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:37,51.9873083,5.6643217,16.8,,0.0
2024-11-11 17:17:38,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:39,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:40,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:41,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:42,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:43,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:44,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:45,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:46,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:47,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:48,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:49,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:50,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:51,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:52,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:17:53,,,,,
2024-11-11 17:17:54,,,,,
2024-11-11 17:17:55,,,,,
2024-11-11 17:17:56,,,,,
2024-11-11 17:17:57,,,,,
2024-11-11 17:17:58,,,,,
2024-11-11 17:17:59,,,,,
2024-11-11 17:18:00,,,,,
2024-11-11 17:18:01,,,,,
2024-11-11 17:18:02,,,,,
2024-11-11 17:18:03,,,,,
2024-11-11 17:18:04,,,,,
2024-11-11 17:18:05,,,,,
2024-11-11 17:18:06,,,,,
2024-11-11 17:18:07,,,,,
2024-11-11 17:18:08,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:09,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:10,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:11,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:12,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:13,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:14,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:15,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:16,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:17,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:18,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:19,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:20,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:21,51.9873083,5.6643217,16.9,,0.0
2024-11-11 17:18:22,51.9873083,5.66432,17.0,,0.0
2024-11-11 17:18:23,51.9873083,5.66432,17.0,,0.0
2024-11-11 17:18:24,51.9873083,5.66432,17.0,,0.0
2024-11-11 17:18:25,51.9873083,5.66432,17.0,,0.0
2024-11-11 17:18:26,51.9873083,5.66432,17.0,,0.0
2024-11-11 17:18:27,51.9873083,5.66432,17.0,,0.0
2024-11-11 17:18:28,51.9873083,5.66432,17.0,,0.0
2024-11-11 17:18:29,51.9873083,5.66432,17.0,,0.0
2024-11-11 17:18:30,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:31,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:32,51.98731,5.66432,17.1,,0.0
2024-11-11 17:18:33,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:34,51.98731,5.66432,17.1,,0.0
2024-11-11 17:18:35,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:36,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:37,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:38,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:39,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:40,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:41,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:42,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:43,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:44,51.98731,5.66432,17.0,,0.0
2024-11-11 17:18:45,51.9873117,5.66432,17.0,,0.0
2024-11-11 17:18:46,51.9873117,5.66432,17.0,,0.0
2024-11-11 17:18:47,51.9873117,5.66432,17.0,,0.0
2024-11-11 17:18:48,51.9873117,5.66432,17.1,,0.0
2024-11-11 17:18:49,51.9873117,5.66432,17.0,,0.0
2024-11-11 17:18:50,51.9873117,5.66432,17.0,,0.0
2024-11-11 17:18:51,51.9873117,5.66432,17.1,,0.0
2024-11-11 17:18:52,51.9873117,5.66432,17.1,,0.0
2024-11-11 17:18:53,51.9873117,5.66432,17.0,,0.0
2024-11-11 17:18:54,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:18:55,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:18:56,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:18:57,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:18:58,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:18:59,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:00,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:01,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:02,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:03,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:04,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:05,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:06,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:07,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:08,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:09,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:10,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:11,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:12,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:13,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:14,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:15,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:16,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:17,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:18,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:19,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:20,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:21,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:22,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:23,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:24,51.9873133,5.66432,17.0,,0.0
2024-11-11 17:19:25,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:26,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:27,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:28,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:29,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:30,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:31,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:32,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:33,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:34,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:35,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:36,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:37,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:38,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:39,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:40,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:41,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:42,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:43,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:44,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:45,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:46,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:47,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:48,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:49,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:50,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:51,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:52,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:53,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:54,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:55,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:56,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:57,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:58,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:19:59,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:00,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:01,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:02,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:03,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:04,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:05,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:06,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:07,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:08,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:09,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:10,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:11,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:12,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:13,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:14,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:15,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:16,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:17,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:18,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:19,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:20,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:21,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:22,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:23,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:24,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:25,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:26,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:27,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:28,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:29,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:30,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:31,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:32,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:33,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:34,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:35,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:36,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:37,51.9873133,5.66432,17.1,,0.0
2024-11-11 17:20:38,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:39,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:40,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:41,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:42,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:43,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:44,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:45,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:46,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:47,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:48,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:49,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:50,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:51,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:52,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:53,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:54,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:55,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:56,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:57,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:58,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:20:59,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:00,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:01,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:02,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:03,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:04,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:05,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:06,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:07,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:08,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:09,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:10,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:11,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:12,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:13,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:14,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:15,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:16,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:17,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:18,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:19,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:20,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:21,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:22,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:23,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:24,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:25,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:26,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:27,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:28,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:29,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:30,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:31,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:32,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:33,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:34,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:35,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:36,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:37,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:38,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:39,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:40,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:41,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:42,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:43,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:44,51.9873133,5.66432,17.2,,0.0
2024-11-11 17:21:45,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:46,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:47,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:48,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:49,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:50,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:51,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:52,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:53,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:54,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:55,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:56,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:57,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:58,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:21:59,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:22:00,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:22:01,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:22:02,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:22:03,51.9873133,5.6643217,17.2,,0.0
2024-11-11 17:22:04,51.9873133,5.6643217,17.3,,0.0
2024-11-11 17:22:05,51.9873133,5.6643217,17.3,,0.0
2024-11-11 17:22:06,51.9873133,5.6643217,17.3,,0.0
2024-11-11 17:22:07,51.9873133,5.6643217,17.3,,0.0
2024-11-11 17:22:08,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:09,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:10,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:11,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:12,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:13,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:14,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:15,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:16,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:17,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:18,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:19,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:20,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:21,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:22,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:23,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:24,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:25,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:26,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:27,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:28,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:29,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:30,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:31,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:32,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:33,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:34,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:35,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:36,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:37,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:38,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:39,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:40,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:41,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:42,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:43,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:44,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:45,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:46,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:47,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:48,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:49,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:50,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:51,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:52,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:53,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:54,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:55,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:56,51.987315,5.6643217,17.3,,0.0
2024-11-11 17:22:57,51.987315,5.6643217,17.3,,0.0
