datetime,bin1,bin2,bin3,bin4
2024-11-11 17:13:10,47.025,2.658,0.283,0.0
2024-11-11 17:13:11,46.347,2.645,0.289,0.0
2024-11-11 17:13:12,45.855,2.631,0.3,0.0
2024-11-11 17:13:13,45.915,2.636,0.295,0.0
2024-11-11 17:13:14,46.494,2.632,0.295,0.0
2024-11-11 17:13:15,46.641,2.634,0.289,0.0
2024-11-11 17:13:16,46.36,2.643,0.295,0.0
2024-11-11 17:13:17,46.024,2.658,0.3,0.0
2024-11-11 17:13:18,45.648,2.649,0.31,0.0
2024-11-11 17:13:19,45.276,2.655,0.305,0.0
2024-11-11 17:13:20,45.303,2.661,0.305,0.0
2024-11-11 17:13:21,116.181,2.883,0.0,0.0
2024-11-11 17:13:22,109.685,2.579,0.0,0.0
2024-11-11 17:13:23,100.637,2.426,0.099,0.0
2024-11-11 17:13:24,92.461,2.463,0.148,0.0
2024-11-11 17:13:25,87.372,2.364,0.236,0.0
2024-11-11 17:13:26,83.188,2.272,0.394,0.0
2024-11-11 17:13:27,83.958,2.251,0.422,0.0
2024-11-11 17:13:28,83.015,2.272,0.369,0.0
2024-11-11 17:13:29,80.918,2.255,0.394,0.0
2024-11-11 17:13:30,77.735,2.257,0.354,0.0
2024-11-11 17:13:31,74.281,2.285,0.349,0.0
2024-11-11 17:13:32,70.728,2.309,0.32,0.0
2024-11-11 17:13:33,67.234,2.364,0.386,0.0
2024-11-11 17:13:34,63.728,2.335,0.379,0.0
2024-11-11 17:13:35,61.099,2.371,0.374,0.0
2024-11-11 17:13:36,59.412,2.402,0.369,0.0
2024-11-11 17:13:37,58.067,2.376,0.347,0.0
2024-11-11 17:13:38,56.589,2.328,0.328,0.0
2024-11-11 17:13:39,55.589,2.301,0.341,0.0
2024-11-11 17:13:40,,,,
2024-11-11 17:13:41,57.543,2.32,0.351,0.0
2024-11-11 17:13:42,59.544,2.359,0.362,0.0
2024-11-11 17:13:43,64.0,2.389,0.359,0.0
2024-11-11 17:13:44,66.511,2.39,0.344,0.0
2024-11-11 17:13:45,65.932,2.379,0.33,0.0
2024-11-11 17:13:46,64.379,2.352,0.329,0.0
2024-11-11 17:13:47,62.658,2.32,0.317,0.0
2024-11-11 17:13:48,61.102,2.297,0.327,0.0
2024-11-11 17:13:49,59.686,2.311,0.315,0.0
2024-11-11 17:13:50,58.233,2.325,0.324,0.0
2024-11-11 17:13:51,56.919,2.338,0.323,0.0
2024-11-11 17:13:52,56.174,2.331,0.323,0.0
2024-11-11 17:13:53,56.132,2.333,0.313,0.0
2024-11-11 17:13:54,55.421,2.345,0.304,0.0
2024-11-11 17:13:55,54.602,2.36,0.312,0.0
2024-11-11 17:13:56,53.767,2.37,0.328,0.0
2024-11-11 17:13:57,52.871,2.359,0.327,0.0
2024-11-11 17:13:58,51.832,2.38,0.334,0.0
2024-11-11 17:13:59,50.848,2.377,0.325,0.0
2024-11-11 17:14:00,49.862,2.427,0.317,0.0
2024-11-11 17:14:01,48.972,2.42,0.324,0.0
2024-11-11 17:14:02,48.303,2.391,0.33,0.0
2024-11-11 17:14:03,47.89,2.398,0.322,0.0
2024-11-11 17:14:04,47.379,2.382,0.315,0.0
2024-11-11 17:14:05,46.92,2.396,0.314,0.0
2024-11-11 17:14:06,46.344,2.38,0.308,0.0
2024-11-11 17:14:07,46.035,2.381,0.314,0.0
2024-11-11 17:14:08,45.889,2.381,0.307,0.0
2024-11-11 17:14:09,45.778,2.376,0.307,0.0
2024-11-11 17:14:10,45.846,2.374,0.301,0.0
2024-11-11 17:14:11,45.854,2.378,0.295,0.0
2024-11-11 17:14:12,46.13,2.396,0.289,0.0
2024-11-11 17:14:13,46.261,2.385,0.289,0.0
2024-11-11 17:14:14,46.41,2.369,0.289,0.0
2024-11-11 17:14:15,46.353,2.359,0.295,0.0
2024-11-11 17:14:16,46.168,2.376,0.295,0.0
2024-11-11 17:14:17,45.775,2.387,0.3,0.0
2024-11-11 17:14:18,45.453,2.375,0.295,0.0
2024-11-11 17:14:19,45.437,2.365,0.29,0.0
2024-11-11 17:14:20,45.318,2.376,0.285,0.0
2024-11-11 17:14:21,20.11,2.265,0.294,0.0
2024-11-11 17:14:22,20.627,2.114,0.147,0.0
2024-11-11 17:14:23,19.382,2.869,0.196,0.0
2024-11-11 17:14:24,19.161,2.944,0.221,0.0
2024-11-11 17:14:25,20.271,2.839,0.235,0.0
2024-11-11 17:14:26,23.542,2.92,0.245,0.0
2024-11-11 17:14:27,24.531,2.848,0.294,0.0
2024-11-11 17:14:28,25.935,2.926,0.294,0.0
2024-11-11 17:14:29,25.684,2.719,0.294,0.0
2024-11-11 17:14:30,29.074,2.689,0.265,0.0
2024-11-11 17:14:31,34.646,2.651,0.295,0.0
2024-11-11 17:14:32,35.902,2.645,0.295,0.0
2024-11-11 17:14:33,39.162,2.616,0.295,0.0
2024-11-11 17:14:34,45.64,2.613,0.295,0.0
2024-11-11 17:14:35,49.343,2.692,0.314,0.0
2024-11-11 17:14:36,53.804,2.685,0.332,0.0
2024-11-11 17:14:37,57.925,2.625,0.312,0.0
2024-11-11 17:14:38,59.792,2.572,0.295,0.0
2024-11-11 17:14:39,61.079,2.565,0.295,0.0
2024-11-11 17:14:40,60.858,2.572,0.31,0.0
2024-11-11 17:14:41,59.189,2.651,0.295,0.0
2024-11-11 17:14:42,57.556,2.648,0.282,0.0
2024-11-11 17:14:43,55.9,2.611,0.295,0.0
2024-11-11 17:14:44,54.43,2.603,0.307,0.0
2024-11-11 17:14:45,53.059,2.638,0.307,0.0
2024-11-11 17:14:46,52.42,2.635,0.318,0.0
2024-11-11 17:14:47,53.53,2.633,0.306,0.0
2024-11-11 17:14:48,53.955,2.642,0.305,0.0
2024-11-11 17:14:49,53.503,2.65,0.305,0.0
2024-11-11 17:14:50,52.788,2.662,0.315,0.0
2024-11-11 17:14:51,52.51,2.659,0.314,0.0
2024-11-11 17:14:52,51.719,2.656,0.313,0.0
2024-11-11 17:14:53,50.69,2.626,0.313,0.0
2024-11-11 17:14:54,50.162,2.602,0.304,0.0
2024-11-11 17:14:55,51.053,2.593,0.295,0.0
2024-11-11 17:14:56,52.317,2.596,0.295,0.0
2024-11-11 17:14:57,52.075,2.6,0.295,0.0
2024-11-11 17:14:58,51.296,2.587,0.31,0.0
2024-11-11 17:14:59,50.561,2.571,0.325,0.0
2024-11-11 17:15:00,50.239,2.605,0.324,0.0
2024-11-11 17:15:01,49.934,2.637,0.316,0.0
2024-11-11 17:15:02,49.572,2.657,0.316,0.0
2024-11-11 17:15:03,49.1,2.662,0.309,0.0
2024-11-11 17:15:04,48.555,2.657,0.308,0.0
2024-11-11 17:15:05,47.981,2.651,0.308,0.0
2024-11-11 17:15:06,47.324,2.649,0.32,0.0
2024-11-11 17:15:07,,,,
2024-11-11 17:15:08,47.225,2.641,0.32,0.0
2024-11-11 17:15:09,48.594,2.673,0.325,0.0
2024-11-11 17:15:10,48.694,2.674,0.324,0.0
2024-11-11 17:15:11,49.128,2.683,0.324,0.0
2024-11-11 17:15:12,49.501,2.705,0.329,0.0
2024-11-11 17:15:13,49.597,2.708,0.345,0.0
2024-11-11 17:15:14,49.428,2.739,0.355,0.0
2024-11-11 17:15:15,49.918,2.747,0.354,0.0
2024-11-11 17:15:16,50.363,2.763,0.374,0.0
2024-11-11 17:15:17,51.097,2.77,0.367,0.0
2024-11-11 17:15:18,51.207,2.787,0.366,0.0
2024-11-11 17:15:19,50.808,2.791,0.37,0.0
2024-11-11 17:15:20,50.28,2.805,0.369,0.0
2024-11-11 17:15:21,22.641,2.869,0.294,0.0
2024-11-11 17:15:22,23.445,3.02,0.294,0.0
2024-11-11 17:15:23,23.522,3.071,0.393,0.0
2024-11-11 17:15:24,27.473,3.059,0.442,0.0
2024-11-11 17:15:25,30.605,3.052,0.412,0.0
2024-11-11 17:15:26,31.791,2.996,0.344,0.0
2024-11-11 17:15:27,33.263,3.043,0.421,0.0
2024-11-11 17:15:28,34.699,3.041,0.405,0.0
2024-11-11 17:15:29,36.008,3.14,0.36,0.0
2024-11-11 17:15:30,40.051,3.113,0.324,0.0
2024-11-11 17:15:31,43.812,3.12,0.295,0.0
2024-11-11 17:15:32,46.216,3.137,0.27,0.0
2024-11-11 17:15:33,50.761,3.187,0.272,0.0
2024-11-11 17:15:34,54.602,3.144,0.253,0.0
2024-11-11 17:15:35,54.985,3.196,0.236,0.0
2024-11-11 17:15:36,53.941,3.233,0.221,0.0
2024-11-11 17:15:37,52.817,3.238,0.208,0.0
2024-11-11 17:15:38,51.317,3.193,0.213,0.0
2024-11-11 17:15:39,49.721,3.207,0.202,0.0
2024-11-11 17:15:40,48.169,3.13,0.236,0.0
2024-11-11 17:15:41,46.688,3.182,0.253,0.0
2024-11-11 17:15:42,45.489,3.209,0.255,0.0
2024-11-11 17:15:43,44.254,3.188,0.269,0.0
2024-11-11 17:15:44,43.184,3.206,0.282,0.0
2024-11-11 17:15:45,42.246,3.223,0.295,0.0
2024-11-11 17:15:46,41.469,3.232,0.317,0.0
2024-11-11 17:15:47,40.801,3.23,0.327,0.0
2024-11-11 17:15:48,40.732,3.201,0.316,0.0
2024-11-11 17:15:49,40.335,3.226,0.315,0.0
2024-11-11 17:15:50,39.74,3.259,0.304,0.0
2024-11-11 17:15:51,39.077,3.257,0.295,0.0
2024-11-11 17:15:52,38.372,3.235,0.295,0.0
2024-11-11 17:15:53,38.125,3.206,0.286,0.0
2024-11-11 17:15:54,37.92,3.2,0.295,0.0
2024-11-11 17:15:55,37.602,3.204,0.303,0.0
2024-11-11 17:15:56,37.541,3.178,0.295,0.0
2024-11-11 17:15:57,38.01,3.161,0.303,0.0
2024-11-11 17:15:58,37.805,3.166,0.318,0.0
2024-11-11 17:15:59,37.484,3.173,0.31,0.0
2024-11-11 17:16:00,37.104,3.173,0.317,0.0
2024-11-11 17:16:01,36.613,3.192,0.316,0.0
2024-11-11 17:16:02,36.14,3.191,0.309,0.0
2024-11-11 17:16:03,35.738,3.187,0.301,0.0
2024-11-11 17:16:04,35.333,3.187,0.295,0.0
2024-11-11 17:16:05,35.04,3.15,0.295,0.0
2024-11-11 17:16:06,34.875,3.143,0.288,0.0
2024-11-11 17:16:07,34.88,3.154,0.288,0.0
2024-11-11 17:16:08,34.749,3.148,0.288,0.0
2024-11-11 17:16:09,34.528,3.114,0.301,0.0
2024-11-11 17:16:10,34.216,3.119,0.3,0.0
2024-11-11 17:16:11,33.946,3.111,0.295,0.0
2024-11-11 17:16:12,33.706,3.115,0.3,0.0
2024-11-11 17:16:13,33.511,3.116,0.3,0.0
2024-11-11 17:16:14,33.446,3.117,0.3,0.0
2024-11-11 17:16:15,35.865,3.115,0.3,0.0
2024-11-11 17:16:16,39.731,3.114,0.295,0.0
2024-11-11 17:16:17,41.844,3.116,0.295,0.0
