Datetime,number,diam,LDSA,surface,mass,A1,A2,idiff,HV,EM1,EM2,DV,T,RH,P,flow,bat,Ipump,error,PWMpump
2024-11-11 18:06:48,5935,32,10.25,43.62,0.78,1.653,0.552,1.98,3606,4.14,1.3,358,14.4,64,1027.9,0.501,4.18,15.28,0,53
2024-11-11 18:06:49,3926,52,11.41,76.42,2.23,1.841,0.985,0.03,289,-2.9,-0.43,358,14.4,64,1027.9,0.5,4.19,15.24,0,53
2024-11-11 18:06:50,3969,66,14.92,124.95,4.64,2.407,1.509,2.0,3607,5.56,2.1,359,14.4,64,1027.9,0.5,4.19,15.44,0,53
2024-11-11 18:06:51,4371,73,18.16,165.77,6.75,2.929,1.929,0.05,285,-4.32,-1.54,358,14.4,64,1027.9,0.5,4.2,15.4,0,53
2024-11-11 18:06:52,5289,69,20.84,181.78,7.05,3.362,2.159,1.99,3607,6.49,2.84,357,14.4,64,1027.9,0.5,4.19,15.28,0,53
2024-11-11 18:06:53,7025,60,23.93,183.87,6.22,3.859,2.29,0.05,285,-4.94,-2.1,358,14.4,64,1028.0,0.5,4.19,15.0,0,53
2024-11-11 18:06:54,7049,63,25.01,199.17,7.0,4.035,2.451,2.0,3608,5.25,3.27,358,14.4,64,1028.0,0.499,4.19,15.48,0,53
2024-11-11 18:06:55,7207,56,22.57,161.25,5.04,3.641,2.05,0.03,288,-3.71,-2.29,358,14.4,64,1028.0,0.5,4.19,15.64,0,53
2024-11-11 18:06:56,6218,56,19.5,139.52,4.37,3.146,1.773,2.0,3603,3.89,2.47,358,14.4,64,1027.9,0.5,4.19,15.24,0,53
2024-11-11 18:06:57,6836,46,17.46,104.45,2.7,2.816,1.367,0.05,288,-2.53,-1.92,358,14.4,64,1027.9,0.5,4.2,15.16,0,53
2024-11-11 18:06:58,7470,37,15.01,72.91,1.51,2.421,0.948,2.01,3606,3.77,1.85,359,14.4,64,1027.9,0.5,4.19,15.44,0,53
2024-11-11 18:06:59,5412,46,13.66,80.92,2.07,2.204,1.06,0.05,291,-2.84,-1.11,358,14.4,64,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:07:00,5298,47,13.76,83.55,2.19,2.22,1.092,2.01,3606,4.51,2.16,357,14.4,64,1027.8,0.5,4.18,15.52,0,53
2024-11-11 18:07:01,5846,46,15.02,90.3,2.35,2.422,1.181,0.03,289,-3.52,-1.3,358,14.4,64,1027.8,0.499,4.19,15.08,0,53
2024-11-11 18:07:02,6280,48,16.62,102.6,2.74,2.681,1.339,1.98,3606,5.37,2.04,357,14.4,64,1027.9,0.499,4.19,15.08,0,53
2024-11-11 18:07:03,6337,51,18.16,120.13,3.46,2.93,1.552,0.05,285,-3.77,-1.42,358,14.4,64,1027.9,0.5,4.19,15.68,0,53
2024-11-11 18:07:04,6080,58,19.76,145.74,4.72,3.187,1.837,2.0,3607,5.13,2.9,358,14.4,64,1027.9,0.5,4.19,15.48,0,53
2024-11-11 18:07:05,6146,58,20.04,148.24,4.81,3.232,1.867,0.02,288,-4.14,-2.04,358,14.4,64,1028.0,0.5,4.19,15.32,0,53
2024-11-11 18:07:06,6170,56,19.27,137.36,4.29,3.109,1.747,2.01,3607,7.35,2.53,359,14.4,64,1028.0,0.5,4.19,15.84,0,53
2024-11-11 18:07:07,5170,75,22.33,210.97,8.91,3.602,2.415,0.03,288,-4.94,-1.73,358,14.4,64,1028.0,0.5,4.19,15.6,0,53
2024-11-11 18:07:08,5939,79,26.94,265.47,11.74,4.345,2.973,2.01,3606,5.13,4.02,358,14.4,64,1027.8,0.5,4.18,15.32,0,53
2024-11-11 18:07:09,8363,54,25.39,176.5,5.36,4.095,2.258,0.04,285,-3.21,-2.84,359,14.4,64,1027.8,0.5,4.19,15.04,0,53
2024-11-11 18:07:10,7804,47,20.51,125.79,3.34,3.308,1.642,2.01,3606,3.58,2.53,358,14.4,64,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:07:11,6692,44,16.16,92.13,2.26,2.607,1.208,0.02,293,-2.29,-1.61,358,14.4,64,1028.0,0.499,4.19,15.48,0,53
2024-11-11 18:07:12,6138,38,12.74,63.67,1.36,2.055,0.831,2.0,3607,3.03,1.61,358,14.4,64,1028.0,0.5,4.19,15.16,0,53
2024-11-11 18:07:13,5678,35,10.91,50.95,1.01,1.759,0.658,0.05,287,-1.67,-0.93,359,14.4,64,1028.0,0.5,4.19,15.36,0,53
2024-11-11 18:07:14,6074,30,9.64,38.13,0.63,1.555,0.471,2.0,3607,3.09,1.3,357,14.4,64,1027.9,0.5,4.19,15.48,0,53
2024-11-11 18:07:15,4861,36,9.5,45.02,0.91,1.532,0.583,0.05,285,-2.04,-0.49,358,14.4,64,1027.9,0.5,4.19,15.32,0,53
2024-11-11 18:07:16,4379,41,9.84,52.7,1.21,1.588,0.691,2.01,3604,2.84,1.67,357,14.4,64,1027.9,0.499,4.19,15.16,0,53
2024-11-11 18:07:17,3828,46,9.71,57.71,1.48,1.566,0.755,0.02,285,-2.04,-0.8,358,14.4,64,1028.1,0.5,4.19,15.36,0,53
2024-11-11 18:07:18,4051,49,11.14,71.06,1.97,1.797,0.923,2.0,3607,7.04,1.48,359,14.4,64,1028.1,0.5,4.19,15.6,0,53
2024-11-11 18:07:19,3331,94,18.28,212.7,11.24,2.949,2.162,0.02,288,-5.07,-1.05,359,14.4,64,1028.1,0.5,4.19,15.04,0,53
2024-11-11 18:07:20,4253,105,26.19,336.65,19.81,4.224,3.202,2.01,3607,7.54,4.45,357,14.4,64,1028.0,0.5,4.19,15.32,0,53
2024-11-11 18:07:21,5274,94,28.83,334.24,17.6,4.65,3.405,0.04,283,-7.23,-3.27,358,14.4,64,1028.0,0.5,4.19,15.44,0,53
2024-11-11 18:07:22,5612,98,31.9,382.5,20.88,5.145,3.813,2.0,3606,9.33,4.57,358,14.4,64,1028.0,0.5,4.19,15.08,0,53
2024-11-11 18:07:23,7301,83,34.83,358.76,16.63,5.618,3.923,0.03,284,-6.49,-3.95,357,14.4,64,1028.1,0.499,4.19,15.0,0,53
2024-11-11 18:07:24,7972,75,34.09,319.15,13.35,5.498,3.669,2.01,3606,5.75,4.76,359,14.4,64,1028.1,0.5,4.19,15.52,0,53
2024-11-11 18:07:25,8778,57,28.22,206.24,6.61,4.552,2.606,0.01,285,-3.77,-3.4,358,14.4,64,1028.1,0.499,4.19,15.56,0,53
2024-11-11 18:07:26,8216,48,21.77,134.43,3.6,3.511,1.754,2.01,3607,3.46,2.9,357,14.4,64,1027.8,0.5,4.19,15.16,0,53
2024-11-11 18:07:27,6725,45,16.88,99.53,2.53,2.723,1.304,0.03,292,-2.1,-1.67,358,14.4,64,1027.8,0.5,4.18,15.16,0,53
2024-11-11 18:07:28,6059,40,13.16,68.44,1.52,2.123,0.896,1.99,3608,3.21,1.54,358,14.4,64,1027.8,0.5,4.19,15.4,0,53
2024-11-11 18:07:29,5386,41,11.99,63.61,1.45,1.933,0.834,0.02,287,-2.35,-0.93,358,14.4,64,1028.0,0.5,4.19,15.52,0,53
2024-11-11 18:07:30,5514,41,12.26,65.03,1.48,1.978,0.852,1.99,3607,5.07,1.73,358,14.4,64,1028.0,0.5,4.19,15.2,0,53
2024-11-11 18:07:31,4968,52,14.51,97.51,2.86,2.34,1.256,0.03,284,-2.66,-1.05,358,14.4,64,1028.0,0.5,4.19,15.24,0,53
2024-11-11 18:07:32,4900,59,16.24,121.85,4.02,2.619,1.529,2.0,3604,4.94,2.47,357,14.4,64,1027.9,0.5,4.19,15.48,0,53
2024-11-11 18:07:33,4689,65,17.14,140.08,5.06,2.765,1.708,0.04,287,-4.63,-1.3,359,14.4,64,1027.9,0.499,4.19,15.44,0,53
2024-11-11 18:07:34,4231,81,19.76,199.77,9.08,3.187,2.207,2.01,3603,5.99,2.9,358,14.4,64,1027.9,0.5,4.19,15.36,0,53
2024-11-11 18:07:35,5079,77,22.33,214.21,9.2,3.602,2.433,0.05,287,-4.63,-2.22,358,14.4,64,1027.8,0.501,4.2,15.44,0,53
2024-11-11 18:07:36,6425,66,24.11,201.52,7.46,3.889,2.436,2.01,3608,5.99,3.21,358,14.4,64,1027.8,0.5,4.18,15.48,0,53
2024-11-11 18:07:37,6103,70,24.28,213.48,8.35,3.916,2.526,0.02,284,-5.0,-2.47,357,14.4,64,1027.8,0.5,4.19,15.04,0,53
2024-11-11 18:07:38,5650,76,24.42,230.85,9.76,3.939,2.641,1.98,3606,6.86,3.4,358,14.4,64,1027.9,0.499,4.19,15.72,0,53
2024-11-11 18:07:39,5736,80,26.22,260.19,11.59,4.229,2.904,0.03,287,-5.37,-2.66,358,14.4,64,1027.9,0.5,4.19,15.44,0,53
2024-11-11 18:07:40,6006,78,27.03,264.64,11.62,4.36,2.974,2.01,3604,6.92,4.02,358,14.4,64,1027.9,0.501,4.19,15.24,0,53
2024-11-11 18:07:41,7489,65,27.52,225.85,8.2,4.438,2.749,0.03,288,-5.0,-3.27,358,14.4,64,1028.0,0.5,4.19,15.4,0,53
2024-11-11 18:07:42,7151,66,26.91,225.55,8.38,4.341,2.723,1.97,3606,5.44,3.34,358,14.4,64,1028.0,0.5,4.19,15.8,0,53
2024-11-11 18:07:43,6820,62,23.75,186.11,6.43,3.831,2.303,0.05,287,-3.83,-2.66,358,14.4,64,1028.0,0.5,4.19,15.12,0,53
2024-11-11 18:07:44,7564,48,20.17,125.32,3.37,3.254,1.634,2.01,3606,4.14,2.53,358,14.4,64,1027.9,0.5,4.19,15.48,0,53
2024-11-11 18:07:45,6988,44,16.74,94.74,2.31,2.7,1.243,0.02,285,-2.47,-1.17,358,14.4,64,1027.9,0.5,4.19,15.48,0,53
2024-11-11 18:07:46,6169,42,14.27,78.3,1.84,2.301,1.027,2.0,3606,3.15,1.92,358,14.4,64,1027.9,0.5,4.19,15.2,0,53
2024-11-11 18:07:47,5981,39,12.91,66.73,1.47,2.082,0.873,0.05,285,-2.04,-1.11,357,14.4,64,1027.7,0.5,4.2,15.52,0,53
2024-11-11 18:07:48,6655,34,12.12,54.06,1.02,1.955,0.692,2.0,3606,4.02,1.54,358,14.4,64,1027.7,0.5,4.2,15.48,0,53
2024-11-11 18:07:49,6185,35,11.69,53.8,1.05,1.885,0.693,0.04,281,-2.1,-0.68,358,14.4,64,1027.7,0.499,4.19,14.96,0,53
2024-11-11 18:07:50,4521,45,11.12,64.41,1.61,1.794,0.844,1.99,3604,3.71,1.79,357,14.4,64,1027.8,0.5,4.19,15.44,0,53
2024-11-11 18:07:51,4839,44,11.75,67.33,1.66,1.896,0.883,0.02,289,-2.22,-1.24,358,14.4,64,1027.8,0.499,4.19,15.6,0,53
2024-11-11 18:07:52,5856,38,12.25,61.59,1.32,1.975,0.804,2.01,3607,3.27,1.61,358,14.5,64,1027.8,0.5,4.19,15.24,0,53
2024-11-11 18:07:53,6468,33,11.65,51.48,0.96,1.879,0.658,0.05,284,-1.73,-0.68,358,14.5,64,1028.0,0.501,4.19,15.36,0,53
2024-11-11 18:07:54,5511,35,10.52,48.85,0.96,1.696,0.631,2.02,3607,3.34,1.48,358,14.5,64,1028.0,0.5,4.19,15.64,0,53
2024-11-11 18:07:55,4850,37,9.7,46.92,0.96,1.564,0.61,0.03,287,-1.54,-0.56,359,14.5,64,1028.0,0.5,4.19,15.28,0,53
2024-11-11 18:07:56,5177,36,10.0,46.96,0.94,1.613,0.607,2.0,3608,2.97,1.3,358,14.5,64,1027.9,0.5,4.19,15.44,0,53
2024-11-11 18:07:57,5370,35,10.21,47.26,0.93,1.647,0.61,0.03,284,-2.1,-0.68,358,14.5,64,1027.9,0.5,4.19,15.4,0,53
2024-11-11 18:07:58,5904,32,10.11,42.72,0.76,1.63,0.539,2.0,3607,3.15,1.24,359,14.4,64,1027.9,0.5,4.19,15.52,0,53
2024-11-11 18:07:59,5058,36,9.88,46.79,0.94,1.593,0.606,0.04,285,-1.92,-0.62,358,14.4,64,1027.8,0.501,4.2,15.08,0,53
2024-11-11 18:08:00,4344,42,10.04,55.07,1.3,1.619,0.723,1.97,3606,4.2,1.48,358,14.4,64,1027.8,0.5,4.19,15.56,0,53
2024-11-11 18:08:01,4883,44,11.76,66.86,1.64,1.897,0.877,0.04,289,-2.78,-1.11,358,14.4,64,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:08:02,6055,43,14.3,79.93,1.92,2.306,1.049,2.02,3604,3.83,2.04,358,14.4,64,1027.8,0.5,4.19,15.28,0,53
2024-11-11 18:08:03,6616,40,14.56,76.58,1.72,2.349,1.003,0.02,285,-2.53,-1.05,358,14.4,64,1027.8,0.5,4.19,15.4,0,53
2024-11-11 18:08:04,6064,41,13.81,74.8,1.74,2.228,0.981,2.0,3607,3.77,1.85,358,14.5,64,1027.8,0.5,4.19,15.52,0,53
2024-11-11 18:08:05,5963,40,12.94,67.24,1.49,2.088,0.88,0.04,287,-2.29,-1.05,358,14.5,64,1028.0,0.5,4.19,15.12,0,53
2024-11-11 18:08:06,6140,35,11.76,54.83,1.08,1.898,0.708,1.98,3604,3.15,1.54,357,14.5,64,1028.0,0.5,4.19,15.08,0,53
2024-11-11 18:08:07,5355,38,11.09,55.31,1.18,1.789,0.721,0.05,285,-1.92,-0.8,357,14.4,64,1028.0,0.5,4.19,15.52,0,53
2024-11-11 18:08:08,5044,38,10.58,53.37,1.15,1.707,0.697,2.0,3606,3.15,1.61,357,14.4,64,1027.8,0.5,4.19,15.48,0,53
2024-11-11 18:08:09,4956,37,9.97,48.47,1.0,1.608,0.63,0.05,287,-1.67,-0.74,358,14.4,64,1027.8,0.5,4.19,15.0,0,53
2024-11-11 18:08:10,4514,38,9.31,46.3,0.98,1.502,0.604,2.0,3607,2.9,1.24,358,14.5,64,1027.8,0.5,4.19,15.28,0,53
2024-11-11 18:08:11,4998,36,9.73,46.01,0.92,1.57,0.596,0.03,288,-1.73,-0.43,358,14.5,64,1028.0,0.5,4.19,15.68,0,53
2024-11-11 18:08:12,5981,33,10.58,45.96,0.84,1.706,0.585,1.99,3606,3.77,1.3,358,14.5,64,1028.0,0.5,4.19,15.2,0,53
2024-11-11 18:08:13,5316,38,11.1,55.7,1.19,1.79,0.727,0.03,287,-1.48,-0.62,358,14.4,64,1028.0,0.5,4.19,15.4,0,53
2024-11-11 18:08:14,4458,44,10.78,61.53,1.51,1.739,0.807,2.01,3606,3.34,1.61,357,14.4,64,1028.0,0.5,4.19,15.64,0,53
2024-11-11 18:08:15,5265,39,11.1,56.23,1.22,1.791,0.735,0.04,288,-1.73,-0.62,358,14.4,64,1028.0,0.499,4.19,15.16,0,53
2024-11-11 18:08:16,5936,36,11.46,53.73,1.07,1.848,0.695,2.01,3610,2.84,1.42,358,14.4,64,1028.0,0.5,4.19,15.36,0,53
2024-11-11 18:08:17,5315,36,10.49,50.17,1.02,1.692,0.651,0.03,289,-1.67,-0.74,357,14.4,64,1028.2,0.5,4.18,15.48,0,53
2024-11-11 18:08:18,5313,34,9.82,44.35,0.85,1.584,0.569,2.0,3607,3.03,1.3,358,14.4,64,1028.2,0.5,4.19,15.32,0,53
2024-11-11 18:08:19,4647,38,9.59,47.66,1.01,1.547,0.621,0.04,289,-1.85,-0.74,358,14.5,64,1028.2,0.5,4.19,15.16,0,53
2024-11-11 18:08:20,4370,41,9.91,53.5,1.24,1.599,0.702,2.0,3606,4.7,1.67,358,14.5,64,1027.9,0.5,4.19,15.52,0,53
2024-11-11 18:08:21,4402,51,12.49,81.82,2.33,2.014,1.059,0.05,287,-3.27,-1.05,357,14.5,64,1027.9,0.5,4.19,15.56,0,53
2024-11-11 18:08:22,4867,56,15.13,107.4,3.34,2.44,1.367,1.99,3604,4.14,2.29,357,14.5,64,1027.9,0.5,4.19,15.44,0,53
2024-11-11 18:08:23,5518,49,14.9,93.6,2.55,2.404,1.219,0.05,285,-2.78,-1.3,359,14.5,64,1027.8,0.5,4.19,15.12,0,53
2024-11-11 18:08:24,5873,44,14.36,82.74,2.05,2.316,1.085,1.99,3606,4.02,1.79,358,14.5,64,1027.8,0.5,4.19,15.44,0,53
2024-11-11 18:08:25,5439,48,14.38,88.68,2.37,2.32,1.157,0.04,287,-3.58,-1.11,357,14.5,64,1027.8,0.499,4.19,15.36,0,53
2024-11-11 18:08:26,5219,53,15.57,106.67,3.19,2.512,1.369,1.99,3607,5.87,2.1,357,14.5,64,1027.7,0.5,4.19,15.24,0,53
2024-11-11 18:08:27,5220,61,17.89,138.23,4.7,2.886,1.718,0.03,285,-4.02,-1.24,358,14.5,64,1027.7,0.5,4.19,15.2,0,53
2024-11-11 18:08:28,5021,68,19.46,167.3,6.39,3.139,1.999,2.0,3610,4.14,2.9,357,14.4,64,1027.7,0.5,4.2,15.4,0,53
2024-11-11 18:08:29,5750,53,16.99,115.41,3.42,2.741,1.484,0.03,287,-2.66,-1.92,358,14.4,64,1027.9,0.5,4.19,15.44,0,53
2024-11-11 18:08:30,6142,43,14.4,79.94,1.91,2.322,1.049,2.01,3611,5.93,1.67,357,14.4,64,1027.9,0.499,4.19,15.08,0,53
2024-11-11 18:08:31,5097,61,17.64,137.49,4.72,2.846,1.704,0.04,284,-4.39,-1.05,358,14.5,64,1027.9,0.5,4.19,15.28,0,53
2024-11-11 18:08:32,5603,68,21.52,183.63,6.95,3.472,2.201,1.98,3604,3.95,3.27,358,14.5,64,1027.8,0.5,4.19,15.68,0,53
2024-11-11 18:08:33,7560,46,19.42,116.75,3.03,3.132,1.527,0.05,285,-2.47,-2.53,358,14.5,64,1027.8,0.501,4.19,15.32,0,53
2024-11-11 18:08:34,6461,43,15.2,84.67,2.03,2.452,1.111,2.0,3604,3.09,1.67,358,14.4,64,1027.8,0.501,4.2,15.24,0,53
2024-11-11 18:08:35,5190,44,12.67,72.86,1.81,2.043,0.955,0.01,289,-1.79,-1.17,358,14.4,64,1027.8,0.5,4.19,15.44,0,53
2024-11-11 18:08:36,5635,35,10.59,48.49,0.94,1.707,0.624,1.98,3607,3.09,1.42,358,14.4,64,1027.8,0.5,4.19,15.6,0,53
2024-11-11 18:08:37,5336,34,9.77,43.76,0.83,1.576,0.561,0.05,287,-1.98,-0.8,358,14.5,64,1027.8,0.5,4.19,15.04,0,53
2024-11-11 18:08:38,5151,34,9.62,43.82,0.85,1.551,0.564,2.0,3607,3.21,1.48,358,14.5,64,1027.7,0.5,4.19,15.32,0,53
2024-11-11 18:08:39,5323,33,9.5,41.66,0.77,1.533,0.531,0.03,284,-1.54,-0.56,359,14.5,64,1027.7,0.499,4.19,15.64,0,53
2024-11-11 18:08:40,5903,29,9.25,36.23,0.59,1.493,0.446,2.01,3604,3.34,1.3,358,14.5,64,1027.7,0.5,4.19,15.24,0,53
2024-11-11 18:08:41,3931,47,10.22,62.09,1.63,1.648,0.811,0.05,284,-3.34,-0.62,357,14.5,64,1028.1,0.5,4.19,15.28,0,53
2024-11-11 18:08:42,4054,62,14.25,112.52,3.92,2.298,1.389,2.0,3604,6.18,2.16,357,14.5,64,1028.1,0.5,4.19,15.52,0,53
2024-11-11 18:08:43,5090,68,19.74,169.8,6.48,3.184,2.028,0.05,287,-5.13,-1.61,358,14.4,64,1028.1,0.499,4.19,15.56,0,53
2024-11-11 18:08:44,6165,68,23.93,206.03,7.88,3.86,2.46,2.0,3606,5.62,3.46,358,14.4,64,1027.8,0.5,4.19,15.16,0,53
2024-11-11 18:08:45,7247,58,23.53,173.39,5.61,3.795,2.186,0.03,283,-4.14,-2.41,368,14.4,64,1027.8,0.5,4.19,15.32,0,53
2024-11-11 18:08:46,7087,54,21.36,147.52,4.45,3.445,1.89,2.01,3607,5.44,2.84,358,14.4,64,1027.8,0.5,4.19,15.64,0,53
2024-11-11 18:08:47,6363,57,20.38,148.5,4.74,3.288,1.878,0.05,288,-4.02,-2.1,357,14.4,64,1027.9,0.5,4.19,15.04,0,53
2024-11-11 18:08:48,5636,63,20.14,161.31,5.71,3.248,1.981,2.02,3607,7.78,2.84,358,14.4,64,1027.9,0.5,4.19,15.32,0,53
2024-11-11 18:08:49,5149,83,24.53,252.3,11.68,3.956,2.761,0.02,287,-5.0,-2.22,358,14.4,64,1027.9,0.499,4.19,15.52,0,53
2024-11-11 18:08:50,5939,84,28.88,302.47,14.27,4.658,3.277,2.02,3607,5.19,4.94,358,14.4,64,1027.9,0.499,4.19,15.24,0,53
2024-11-11 18:08:51,7152,63,25.36,201.78,7.09,4.09,2.484,0.05,292,-4.32,-2.78,357,14.4,64,1027.9,0.5,4.19,15.16,0,53
2024-11-11 18:08:52,6844,58,22.13,162.58,5.24,3.57,2.052,1.99,3608,6.55,2.84,358,14.5,64,1027.9,0.499,4.19,15.68,0,53
2024-11-11 18:08:53,5836,72,23.94,216.2,8.7,3.861,2.528,0.03,287,-5.62,-2.1,358,14.5,64,1027.8,0.5,4.19,15.28,0,53
2024-11-11 18:08:54,6434,73,26.79,245.03,10.0,4.32,2.848,2.0,3606,8.34,3.71,358,14.5,64,1027.8,0.501,4.19,15.24,0,53
2024-11-11 18:08:55,7066,75,30.48,287.68,12.14,4.917,3.294,0.05,289,-6.36,-2.97,357,14.4,64,1027.8,0.5,4.19,15.48,0,53
2024-11-11 18:08:56,6827,82,32.31,330.38,15.2,5.211,3.627,2.0,3604,7.35,4.7,358,14.4,64,1027.8,0.5,4.19,15.04,0,53
2024-11-11 18:08:57,6978,78,31.34,306.23,13.41,5.055,3.445,0.05,285,-5.93,-3.34,357,14.4,64,1027.8,0.5,4.19,15.36,0,53
2024-11-11 18:08:58,7021,78,31.32,304.18,13.24,5.051,3.433,2.01,3607,8.59,4.2,358,14.5,64,1027.8,0.5,4.19,15.68,0,53
2024-11-11 18:08:59,6739,84,32.64,340.66,16.02,5.265,3.698,0.05,288,-7.1,-3.34,357,14.5,64,1028.2,0.5,4.19,15.08,0,53
2024-11-11 18:09:00,7175,82,34.02,348.51,16.06,5.487,3.823,2.0,3608,7.04,4.88,359,14.5,64,1028.2,0.5,4.19,15.32,0,53
2024-11-11 18:09:01,8292,68,32.16,276.56,10.56,5.186,3.304,0.04,289,-5.68,-3.95,357,14.5,64,1028.2,0.5,4.2,15.48,0,53
2024-11-11 18:09:02,6920,74,29.23,270.81,11.2,4.715,3.129,2.0,3606,6.67,4.14,357,14.5,64,1027.8,0.5,4.19,15.32,0,53
2024-11-11 18:09:03,6747,75,28.8,269.25,11.25,4.645,3.097,0.04,288,-5.25,-3.21,357,14.5,64,1027.8,0.499,4.19,15.32,0,53
2024-11-11 18:09:04,7867,63,28.0,223.46,7.88,4.516,2.748,2.0,3606,5.5,3.77,357,14.5,64,1027.8,0.5,4.19,15.56,0,53
2024-11-11 18:09:05,7414,59,24.59,184.58,6.09,3.965,2.315,0.05,287,-4.02,-2.47,357,14.5,64,1027.9,0.5,4.19,15.04,0,53
2024-11-11 18:09:06,6611,59,21.77,162.4,5.32,3.511,2.041,2.0,3607,5.19,2.9,358,14.5,64,1027.9,0.5,4.19,15.44,0,53
2024-11-11 18:09:07,6959,54,21.17,147.4,4.49,3.414,1.885,0.03,284,-3.46,-1.92,358,14.5,64,1027.9,0.5,4.19,15.64,0,53
2024-11-11 18:09:08,6797,52,19.87,133.66,3.92,3.205,1.722,2.01,3607,4.76,2.29,357,14.5,64,1027.8,0.5,4.19,15.24,0,53
2024-11-11 18:09:09,6071,56,19.23,138.74,4.39,3.102,1.759,0.04,287,-3.64,-1.67,359,14.5,64,1027.8,0.499,4.19,15.0,0,53
2024-11-11 18:09:10,5710,58,18.58,137.17,4.45,2.996,1.729,1.99,3606,5.31,2.66,358,14.5,64,1027.8,0.499,4.19,15.6,0,53
2024-11-11 18:09:11,5701,57,18.34,134.11,4.3,2.958,1.695,0.01,285,-3.52,-1.79,358,14.5,64,1027.9,0.501,4.19,15.44,0,53
2024-11-11 18:09:12,6256,54,18.72,128.52,3.85,3.019,1.649,2.01,3608,4.51,2.66,358,14.5,64,1027.9,0.5,4.2,15.2,0,53
2024-11-11 18:09:13,6702,48,17.97,112.13,3.03,2.898,1.461,0.03,288,-3.09,-1.79,358,14.5,64,1027.9,0.5,4.19,15.08,0,53
2024-11-11 18:09:14,6624,46,17.02,102.38,2.66,2.745,1.339,2.0,3606,4.88,2.16,358,14.5,64,1027.9,0.5,4.19,15.64,0,53
2024-11-11 18:09:15,5894,51,16.7,109.3,3.11,2.693,1.415,0.03,283,-3.27,-1.17,357,14.5,64,1027.9,0.5,4.19,15.4,0,53
2024-11-11 18:09:16,6167,48,16.43,101.93,2.74,2.649,1.329,2.01,3606,3.89,2.35,358,14.5,64,1027.9,0.499,4.19,15.12,0,53
2024-11-11 18:09:17,6168,46,15.53,91.77,2.34,2.505,1.202,0.05,287,-2.47,-1.24,357,14.5,64,1027.7,0.5,4.19,15.36,0,53
2024-11-11 18:09:18,6139,45,15.38,90.5,2.3,2.481,1.185,2.0,3607,3.64,2.29,358,14.5,64,1027.7,0.501,4.19,15.6,0,53
2024-11-11 18:09:19,6334,41,14.19,75.71,1.73,2.288,0.993,0.05,288,-2.22,-1.3,358,14.5,64,1027.7,0.5,4.19,14.92,0,53
2024-11-11 18:09:20,6653,35,12.58,57.96,1.13,2.029,0.747,2.0,3604,3.09,1.54,359,14.5,64,1027.8,0.5,4.19,15.48,0,53
2024-11-11 18:09:21,6639,31,11.23,47.0,0.83,1.812,0.592,0.04,289,-1.79,-0.62,358,14.5,64,1027.8,0.5,4.21,15.6,0,53
2024-11-11 18:09:22,4972,35,9.49,44.13,0.87,1.531,0.57,2.0,3606,4.63,1.3,357,14.4,64,1027.8,0.5,4.19,15.4,0,53
2024-11-11 18:09:23,3196,63,11.37,90.74,3.2,1.834,1.116,0.04,285,-3.34,-0.62,358,14.4,64,1027.9,0.5,4.19,15.2,0,53
2024-11-11 18:09:24,3877,70,15.35,134.5,5.24,2.476,1.594,2.0,3607,6.49,2.22,357,14.4,64,1027.9,0.5,4.19,15.48,0,53
2024-11-11 18:09:25,5097,70,20.34,179.42,7.04,3.281,2.121,0.05,291,-4.39,-1.54,358,14.5,64,1027.9,0.5,4.19,15.12,0,53
2024-11-11 18:09:26,5832,71,23.74,212.91,8.51,3.828,2.497,1.97,3606,4.76,3.58,358,14.5,64,1028.0,0.5,4.19,15.32,0,53
2024-11-11 18:09:27,7139,54,21.47,148.04,4.46,3.463,1.897,0.02,295,-3.09,-2.47,358,14.5,64,1028.0,0.5,4.18,15.56,0,53
2024-11-11 18:09:28,6616,46,16.92,101.36,2.62,2.729,1.326,2.01,3606,3.27,2.29,356,14.5,64,1028.0,0.499,4.19,15.28,0,53
2024-11-11 18:09:29,5793,41,13.15,71.01,1.64,2.121,0.931,0.03,288,-1.98,-1.42,357,14.5,64,1028.0,0.5,4.19,15.08,0,53
2024-11-11 18:09:30,5679,37,11.29,54.33,1.11,1.821,0.705,2.0,3607,3.27,1.42,358,14.5,64,1028.0,0.5,4.19,15.56,0,53
2024-11-11 18:09:31,5133,38,10.64,53.07,1.13,1.716,0.692,0.05,288,-1.79,-0.99,358,14.5,64,1028.0,0.5,4.21,15.36,0,53
2024-11-11 18:09:32,5099,37,10.14,48.83,1.0,1.636,0.634,1.99,3607,2.84,1.3,358,14.5,64,1027.7,0.5,4.19,15.24,0,53
2024-11-11 18:09:33,5068,37,10.12,48.84,1.0,1.632,0.635,0.03,287,-1.17,-0.43,357,14.5,64,1027.7,0.5,4.19,15.36,0,53
2024-11-11 18:09:34,4770,36,9.27,43.78,0.88,1.496,0.567,2.0,3608,2.78,1.42,358,14.5,64,1027.7,0.5,4.19,15.6,0,53
2024-11-11 18:09:35,4718,35,8.85,40.5,0.78,1.428,0.521,0.04,287,-2.1,-0.56,358,14.5,64,1028.1,0.5,4.19,15.2,0,53
