Datetime,number,diam,LDSA,surface,mass,A1,A2,idiff,HV,EM1,EM2,DV,T,RH,P,flow,bat,Ipump,error,PWMpump
2024-11-11 17:58:21,4455,30,7.1,28.17,0.47,1.145,0.348,0.03,291,-1.11,-0.19,359,14.0,0,1048.2,0.499,4.19,15.4,0,53
2024-11-11 17:58:22,4789,29,7.3,27.89,0.45,1.178,0.34,1.99,3608,2.84,1.42,359,14.0,65,1048.2,0.499,4.19,15.72,0,53
2024-11-11 17:58:23,5191,29,8.02,31.0,0.5,1.294,0.38,0.06,287,-0.93,-0.31,366,14.0,65,1027.8,0.501,4.19,15.44,0,53
2024-11-11 17:58:24,5914,25,7.83,26.48,0.37,1.263,0.294,2.01,3610,2.59,1.36,359,14.0,65,1027.8,0.501,4.18,15.72,0,53
2024-11-11 17:58:25,5849,25,7.75,26.19,0.37,1.249,0.288,0.04,284,-1.11,-0.43,360,14.0,65,1027.8,0.499,4.19,15.76,0,53
2024-11-11 17:58:26,5635,25,7.59,26.03,0.37,1.224,0.302,2.0,3608,2.35,1.24,359,14.0,65,1028.2,0.5,4.19,15.56,0,53
2024-11-11 17:58:27,5710,25,7.56,25.56,0.36,1.22,0.288,0.05,289,-1.42,-0.56,358,14.0,65,1028.2,0.5,4.19,15.88,0,53
2024-11-11 17:58:28,5582,26,7.79,27.56,0.4,1.256,0.325,2.01,3608,2.78,1.11,358,14.0,65,1028.2,0.5,4.2,15.52,0,53
2024-11-11 17:58:29,5389,27,7.88,29.05,0.45,1.271,0.349,0.04,287,-1.61,-0.56,359,14.0,65,1028.0,0.5,4.19,15.44,0,53
2024-11-11 17:58:30,4302,31,7.27,30.37,0.53,1.172,0.382,1.99,3610,2.47,1.3,359,14.0,65,1028.0,0.5,4.19,15.72,0,53
2024-11-11 17:58:31,3228,36,6.37,30.42,0.62,1.027,0.395,0.03,289,-1.05,-0.43,358,14.0,65,1028.0,0.5,4.19,15.2,0,53
2024-11-11 17:58:32,3492,35,6.59,30.28,0.59,1.062,0.39,2.0,3610,2.35,1.11,358,14.0,65,1027.8,0.5,4.19,15.72,0,53
2024-11-11 17:58:33,4657,31,7.68,31.45,0.54,1.239,0.393,0.06,288,-1.54,-0.8,358,14.0,65,1027.8,0.5,4.19,15.6,0,53
2024-11-11 17:58:34,5623,25,7.47,25.34,0.36,1.205,0.292,2.0,3611,2.53,1.3,359,14.0,65,1027.8,0.5,4.19,15.28,0,53
2024-11-11 17:58:35,5029,25,6.66,22.51,0.31,1.074,0.249,0.05,291,-1.11,-0.25,359,14.0,65,1028.0,0.5,4.19,15.6,0,53
2024-11-11 17:58:36,5346,25,7.08,23.93,0.33,1.142,0.272,2.0,3610,2.66,0.99,359,14.0,65,1028.0,0.5,4.19,15.32,0,53
2024-11-11 17:58:37,5721,26,7.83,27.26,0.39,1.263,0.318,0.05,285,-1.24,-0.49,359,14.0,65,1028.0,0.5,4.19,15.56,0,53
2024-11-11 17:58:38,5754,27,8.42,31.05,0.48,1.358,0.373,2.0,3608,2.78,1.05,359,14.0,65,1027.9,0.5,4.19,15.72,0,53
2024-11-11 17:58:39,4887,29,7.68,30.16,0.5,1.239,0.372,0.05,292,-1.11,-0.37,358,14.0,65,1027.9,0.5,4.19,15.36,0,53
2024-11-11 17:58:40,3606,35,6.75,30.85,0.6,1.089,0.397,1.99,3608,2.84,1.24,358,14.1,65,1027.9,0.5,4.19,15.88,0,53
2024-11-11 17:58:41,3431,40,7.58,39.98,0.9,1.223,0.524,0.05,287,-1.24,-0.74,359,14.1,65,1028.0,0.5,4.19,15.76,0,53
2024-11-11 17:58:42,5217,31,8.6,35.18,0.6,1.387,0.44,1.99,3608,2.47,1.36,358,14.1,65,1028.0,0.5,4.19,15.6,0,53
2024-11-11 17:58:43,6047,25,8.01,27.1,0.38,1.292,0.312,0.05,288,-1.17,-0.31,359,14.0,65,1028.0,0.499,4.19,15.72,0,53
2024-11-11 17:58:44,4507,30,7.25,29.02,0.49,1.169,0.36,2.0,3610,2.72,1.11,359,14.0,65,1027.9,0.5,4.19,15.44,0,53
2024-11-11 17:58:45,4262,32,7.44,31.96,0.58,1.2,0.405,0.03,288,-1.48,-0.37,359,14.0,65,1027.9,0.501,4.19,15.2,0,53
2024-11-11 17:58:46,4761,30,7.73,31.16,0.53,1.246,0.388,2.02,3612,2.9,1.17,359,14.1,65,1027.9,0.5,4.19,15.92,0,53
2024-11-11 17:58:47,5812,26,8.0,27.96,0.41,1.29,0.327,0.04,288,-1.24,-0.37,359,14.1,65,1028.0,0.5,4.19,15.12,0,53
2024-11-11 17:58:48,5943,25,7.92,26.94,0.38,1.278,0.311,1.99,3610,2.41,1.05,358,14.1,65,1028.0,0.499,4.19,15.68,0,53
2024-11-11 17:58:49,5674,26,7.88,27.76,0.41,1.271,0.326,0.03,285,-0.86,-0.56,359,14.1,65,1028.0,0.499,4.19,15.8,0,53
2024-11-11 17:58:50,5555,25,7.36,24.87,0.35,1.186,0.231,2.01,3610,2.84,1.36,359,14.1,65,1028.1,0.5,4.19,15.4,0,53
2024-11-11 17:58:51,5543,25,7.34,24.81,0.35,1.184,0.249,0.04,288,-1.61,-0.12,358,14.1,65,1028.1,0.5,4.19,15.44,0,53
2024-11-11 17:58:52,5592,29,8.71,33.92,0.55,1.405,0.417,2.0,3610,2.78,1.24,359,14.1,65,1028.1,0.5,4.19,15.6,0,53
2024-11-11 17:58:53,4755,33,8.39,36.41,0.67,1.353,0.463,0.04,285,-1.11,-0.8,359,14.1,65,1028.0,0.5,4.19,15.08,0,53
2024-11-11 17:58:54,4863,28,7.14,26.42,0.41,1.152,0.318,2.01,3606,2.47,1.24,358,14.1,65,1028.0,0.5,4.19,15.68,0,53
2024-11-11 17:58:55,5515,25,7.31,24.72,0.35,1.179,0.284,0.05,285,-1.36,-0.12,359,14.1,65,1028.0,0.5,4.19,15.48,0,53
2024-11-11 17:58:56,4807,29,7.48,29.06,0.47,1.206,0.357,2.0,3611,2.72,1.11,358,14.1,65,1027.8,0.5,4.19,15.36,0,53
2024-11-11 17:58:57,5404,28,7.97,29.56,0.46,1.285,0.356,0.05,285,-1.48,-0.49,359,14.1,65,1027.8,0.5,4.19,15.64,0,53
2024-11-11 17:58:58,6031,25,7.99,27.0,0.38,1.288,0.294,2.02,3610,2.47,1.36,358,14.1,65,1027.8,0.5,4.2,15.72,0,53
2024-11-11 17:58:59,5658,25,7.49,25.33,0.35,1.209,0.206,0.04,291,-0.99,-0.31,359,14.1,65,1028.2,0.5,4.19,15.32,0,53
2024-11-11 17:59:00,5449,26,7.46,25.94,0.37,1.203,0.303,2.0,3610,2.72,1.05,358,14.1,65,1028.2,0.5,4.19,15.72,0,53
2024-11-11 17:59:01,4458,32,7.81,33.66,0.61,1.259,0.427,0.04,284,-1.54,-0.68,358,14.1,65,1028.2,0.5,4.19,15.24,0,53
2024-11-11 17:59:02,4985,33,8.82,38.35,0.7,1.422,0.488,2.02,3610,3.46,1.36,359,14.1,65,1027.8,0.5,4.19,15.4,0,53
2024-11-11 17:59:03,4833,39,10.42,53.79,1.19,1.68,0.704,0.05,291,-1.98,-0.56,359,14.1,65,1027.8,0.499,4.19,15.84,0,53
2024-11-11 17:59:04,5688,38,11.86,59.46,1.27,1.913,0.776,2.02,3611,2.78,1.61,367,14.1,65,1027.8,0.5,4.19,15.36,0,53
2024-11-11 17:59:05,6087,32,10.62,45.66,0.83,1.714,0.579,0.06,291,-1.61,-0.74,358,14.1,65,1028.0,0.5,4.19,15.4,0,53
2024-11-11 17:59:06,5082,32,8.71,36.88,0.66,1.406,0.466,2.0,3607,2.78,1.36,359,14.1,65,1028.0,0.499,4.19,15.76,0,53
2024-11-11 17:59:07,4638,33,8.27,36.18,0.67,1.333,0.461,0.04,291,-1.48,-0.49,358,14.1,65,1028.0,0.5,4.19,15.2,0,53
2024-11-11 17:59:08,4053,37,8.22,40.2,0.84,1.325,0.523,2.0,3611,3.21,1.24,359,14.1,65,1028.0,0.5,4.19,15.28,0,53
2024-11-11 17:59:09,4269,38,8.84,44.05,0.94,1.425,0.574,0.05,287,-1.61,-0.56,359,14.1,65,1028.0,0.5,4.19,15.6,0,53
2024-11-11 17:59:10,5058,34,9.27,41.52,0.79,1.494,0.532,2.0,3608,2.53,1.3,359,14.1,65,1028.0,0.5,4.19,15.16,0,53
2024-11-11 17:59:11,5153,32,8.83,37.33,0.66,1.424,0.471,0.02,285,-1.67,-0.49,358,14.1,65,1028.1,0.5,4.19,15.76,0,53
2024-11-11 17:59:12,4752,34,8.72,39.17,0.74,1.407,0.502,1.99,3610,3.21,1.3,359,14.1,65,1028.1,0.5,4.19,15.6,0,53
2024-11-11 17:59:13,4000,40,8.79,46.15,1.04,1.418,0.605,0.05,288,-1.42,-0.43,359,14.1,65,1028.1,0.501,4.19,15.16,0,53
2024-11-11 17:59:14,4242,40,9.27,48.4,1.08,1.495,0.634,2.0,3608,3.89,1.42,358,14.1,65,1027.9,0.5,4.19,15.68,0,53
2024-11-11 17:59:15,5278,40,11.67,61.64,1.39,1.883,0.808,0.05,292,-2.78,-0.68,358,14.1,65,1027.9,0.5,4.19,15.52,0,53
2024-11-11 17:59:16,6265,40,13.72,71.77,1.61,2.212,0.94,1.97,3607,3.77,1.85,358,14.1,65,1027.9,0.499,4.19,15.28,0,53
2024-11-11 17:59:17,6147,40,13.41,69.97,1.56,2.163,0.916,0.05,287,-2.84,-0.74,359,14.1,65,1028.0,0.499,4.19,15.6,0,53
2024-11-11 17:59:18,6198,41,13.86,73.83,1.69,2.235,0.968,2.01,3610,3.46,1.91,358,14.1,65,1028.0,0.499,4.2,15.8,0,53
2024-11-11 17:59:19,6420,38,13.27,66.05,1.4,2.14,0.861,0.04,288,-1.79,-1.05,358,14.1,65,1028.0,0.5,4.19,15.4,0,53
2024-11-11 17:59:20,5245,38,11.02,55.6,1.2,1.777,0.726,2.01,3610,3.27,1.42,359,14.1,65,1027.9,0.501,4.19,15.2,0,53
2024-11-11 17:59:21,4960,38,10.33,51.79,1.11,1.667,0.676,0.07,287,-2.1,-0.62,359,14.1,65,1027.9,0.5,4.19,15.52,0,53
2024-11-11 17:59:22,5393,34,10.07,45.85,0.88,1.624,0.59,1.98,3610,3.15,1.48,359,14.1,65,1027.9,0.5,4.19,15.72,0,53
2024-11-11 17:59:23,5060,34,9.25,41.36,0.78,1.492,0.53,0.05,287,-1.54,-0.86,359,14.1,65,1028.1,0.5,4.19,15.16,0,53
2024-11-11 17:59:24,5277,32,9.23,39.71,0.72,1.488,0.504,2.0,3611,2.96,1.42,359,14.1,65,1028.1,0.5,4.19,15.64,0,53
2024-11-11 17:59:25,6025,30,9.72,38.98,0.66,1.567,0.484,0.05,287,-1.48,-0.62,359,14.1,65,1028.1,0.5,4.19,15.8,0,53
2024-11-11 17:59:26,5394,33,9.74,43.1,0.81,1.571,0.551,1.99,3607,3.15,1.3,358,14.1,65,1028.0,0.5,4.19,15.24,0,53
2024-11-11 17:59:27,5050,37,10.16,49.37,1.02,1.638,0.642,0.05,285,-1.54,-0.8,359,14.1,65,1028.0,0.5,4.19,15.56,0,53
2024-11-11 17:59:28,5837,32,9.95,41.91,0.74,1.605,0.529,2.0,3611,2.78,1.61,357,14.1,65,1028.0,0.5,4.19,16.04,0,53
2024-11-11 17:59:29,5468,29,8.57,33.5,0.55,1.381,0.412,0.04,288,-1.24,-0.74,359,14.1,65,1028.0,0.5,4.19,15.56,0,53
2024-11-11 17:59:30,4510,32,7.75,32.85,0.59,1.25,0.415,2.0,3611,2.47,1.36,359,14.1,65,1028.0,0.499,4.19,15.48,0,53
2024-11-11 17:59:31,4344,33,7.72,33.71,0.62,1.245,0.429,0.03,287,-1.05,-0.49,359,14.1,65,1028.0,0.5,4.19,15.88,0,53
2024-11-11 17:59:32,4892,28,7.41,28.18,0.45,1.196,0.343,2.0,3611,2.53,1.36,359,14.1,65,1028.0,0.5,4.19,15.32,0,53
2024-11-11 17:59:33,5199,27,7.49,27.25,0.41,1.208,0.325,0.02,288,-0.99,-0.25,359,14.1,65,1028.0,0.5,4.19,15.28,0,53
2024-11-11 17:59:34,4941,28,7.52,28.67,0.46,1.212,0.349,2.0,3612,2.9,1.17,359,14.1,65,1028.0,0.5,4.19,15.68,0,53
2024-11-11 17:59:35,5895,26,8.06,28.02,0.4,1.3,0.327,0.05,288,-0.86,-0.31,359,14.1,65,1028.0,0.5,4.18,15.68,0,53
2024-11-11 17:59:36,4799,30,7.6,30.01,0.5,1.226,0.371,2.01,3607,2.41,1.3,359,14.1,65,1028.0,0.5,4.19,15.4,0,53
2024-11-11 17:59:37,3650,33,6.56,28.89,0.54,1.058,0.369,0.02,288,-1.3,-0.37,358,14.1,65,1028.0,0.5,4.19,15.72,0,53
2024-11-11 17:59:38,4368,32,7.53,32.03,0.57,1.215,0.405,2.01,3608,2.78,1.17,359,14.1,65,1027.8,0.5,4.19,15.52,0,53
2024-11-11 17:59:39,5334,29,8.23,31.78,0.51,1.328,0.389,0.04,283,-1.17,-0.62,358,14.1,65,1027.8,0.5,4.19,15.4,0,53
2024-11-11 17:59:40,5663,26,7.93,28.14,0.41,1.279,0.332,1.99,3610,2.41,1.24,358,14.1,65,1027.8,0.5,4.19,15.6,0,53
2024-11-11 17:59:41,4476,30,7.14,28.4,0.47,1.152,0.352,0.05,288,-1.61,-0.49,359,14.1,65,1027.9,0.499,4.19,15.64,0,53
2024-11-11 17:59:42,4364,31,7.26,29.91,0.52,1.171,0.375,2.0,3610,2.78,1.3,358,14.1,65,1027.9,0.499,4.19,15.36,0,53
2024-11-11 17:59:43,5255,27,7.62,27.85,0.42,1.229,0.333,0.05,284,-1.17,-0.31,358,14.1,65,1027.9,0.5,4.19,15.72,0,53
2024-11-11 17:59:44,5555,25,7.37,24.93,0.35,1.188,0.287,2.02,3611,2.84,1.11,358,14.1,65,1028.0,0.5,4.19,15.56,0,53
2024-11-11 17:59:45,3990,35,7.53,34.64,0.68,1.215,0.446,0.05,289,-1.54,-0.43,358,14.1,65,1028.0,0.5,4.19,15.44,0,53
2024-11-11 17:59:46,3863,35,7.4,34.46,0.68,1.193,0.445,1.98,3606,2.53,1.3,358,14.1,65,1028.0,0.5,4.19,15.16,0,53
2024-11-11 17:59:47,4211,31,7.07,29.35,0.51,1.14,0.369,0.05,287,-1.24,-0.31,358,14.1,65,1028.0,0.5,4.19,15.52,0,53
2024-11-11 17:59:48,4910,28,7.29,27.24,0.42,1.176,0.329,2.01,3608,3.09,1.42,357,14.1,65,1028.0,0.5,4.19,15.52,0,53
2024-11-11 17:59:49,4851,30,7.84,31.55,0.53,1.265,0.392,0.05,289,-1.79,-0.56,357,14.1,65,1028.0,0.499,4.19,15.52,0,53
2024-11-11 17:59:50,4374,38,8.95,44.13,0.93,1.443,0.575,2.0,3606,3.21,1.17,358,14.1,65,1027.8,0.5,4.19,15.24,0,53
2024-11-11 17:59:51,4978,36,9.65,45.42,0.91,1.556,0.588,0.04,287,-1.61,-0.49,358,14.1,65,1027.8,0.5,4.19,15.6,0,53
2024-11-11 17:59:52,5094,37,10.37,50.94,1.07,1.673,0.663,2.01,3606,3.64,1.85,358,14.1,65,1027.8,0.5,4.19,15.6,0,53
2024-11-11 17:59:53,4706,44,11.38,64.97,1.6,1.836,0.852,0.02,292,-2.41,-0.62,359,14.1,65,1027.9,0.5,4.19,15.16,0,53
2024-11-11 17:59:54,5254,43,12.49,70.18,1.7,2.014,0.921,2.0,3611,3.64,1.85,359,14.1,65,1027.9,0.5,4.2,15.6,0,53
2024-11-11 17:59:55,6617,37,13.26,64.26,1.32,2.139,0.835,0.06,283,-2.22,-0.74,358,14.2,65,1027.9,0.5,4.19,15.48,0,53
2024-11-11 17:59:56,6475,35,12.46,58.27,1.16,2.009,0.753,1.99,3608,4.38,1.61,358,14.2,65,1028.1,0.499,4.19,15.64,0,53
2024-11-11 17:59:57,5501,44,13.21,74.89,1.83,2.13,0.982,0.05,288,-2.96,-1.11,358,14.2,65,1028.1,0.5,4.19,15.36,0,53
2024-11-11 17:59:58,5276,51,15.01,98.62,2.82,2.421,1.276,2.01,3608,3.4,2.16,358,14.1,65,1028.1,0.5,4.19,15.12,0,53
2024-11-11 17:59:59,5143,47,13.24,79.8,2.08,2.136,1.044,0.02,288,-1.67,-1.11,357,14.1,65,1027.9,0.5,4.19,15.2,0,53
2024-11-11 18:00:00,5473,37,10.87,52.24,1.07,1.753,0.678,2.0,3610,2.9,1.54,359,14.1,65,1027.9,0.5,4.19,15.6,0,53
2024-11-11 18:00:01,5062,34,9.46,43.11,0.83,1.525,0.555,0.04,283,-1.48,-0.86,359,14.1,65,1027.9,0.5,4.19,15.52,0,53
2024-11-11 18:00:02,4334,36,8.37,39.29,0.78,1.35,0.508,2.0,3610,2.47,1.48,359,14.1,65,1028.0,0.501,4.19,15.16,0,53
2024-11-11 18:00:03,4798,32,8.16,34.28,0.61,1.316,0.432,0.06,289,-1.54,-0.49,358,14.1,65,1028.0,0.5,4.19,15.32,0,53
2024-11-11 18:00:04,5177,31,8.5,34.63,0.59,1.371,0.432,2.0,3608,2.53,1.24,359,14.1,65,1028.0,0.5,4.19,15.72,0,53
2024-11-11 18:00:05,5395,28,8.15,30.89,0.49,1.314,0.375,0.05,287,-1.17,-0.43,358,14.1,65,1027.9,0.499,4.2,15.4,0,53
2024-11-11 18:00:06,4632,30,7.41,29.49,0.49,1.194,0.365,1.98,3610,2.9,1.36,359,14.1,65,1027.9,0.5,4.2,15.48,0,53
2024-11-11 18:00:07,3391,40,7.41,38.7,0.86,1.195,0.507,0.05,285,-1.61,-0.37,359,14.1,65,1027.9,0.5,4.19,15.48,0,53
2024-11-11 18:00:08,3543,43,8.32,46.25,1.11,1.342,0.607,2.02,3611,2.72,1.36,359,14.1,65,1027.8,0.5,4.19,15.56,0,53
2024-11-11 18:00:09,4418,35,8.46,39.37,0.78,1.364,0.508,0.05,284,-1.48,-0.62,359,14.1,65,1027.8,0.5,4.19,15.0,0,53
2024-11-11 18:00:10,4574,31,7.59,31.26,0.54,1.225,0.391,2.01,3610,2.78,1.36,358,14.2,65,1027.8,0.501,4.19,15.48,0,53
2024-11-11 18:00:11,5264,30,8.36,33.1,0.55,1.348,0.409,0.04,289,-1.48,-0.43,359,14.2,65,1027.9,0.5,4.22,15.48,0,53
2024-11-11 18:00:12,5394,32,9.16,38.41,0.68,1.477,0.484,2.01,3608,3.03,1.3,359,14.2,65,1027.9,0.5,4.19,15.56,0,53
2024-11-11 18:00:13,4919,34,9.04,40.61,0.77,1.458,0.521,0.05,285,-1.73,-0.43,359,14.2,65,1027.9,0.5,4.19,15.32,0,53
2024-11-11 18:00:14,4945,33,8.88,39.09,0.73,1.432,0.499,2.0,3607,2.96,1.36,358,14.2,65,1028.0,0.499,4.19,15.28,0,53
2024-11-11 18:00:15,4497,35,8.42,38.42,0.74,1.357,0.494,0.05,284,-1.61,-0.49,357,14.2,65,1028.0,0.499,4.19,15.6,0,53
2024-11-11 18:00:16,4480,32,7.61,31.96,0.56,1.228,0.403,2.0,3606,2.9,1.54,358,14.1,65,1028.0,0.5,4.19,15.56,0,53
2024-11-11 18:00:17,5306,26,7.28,25.37,0.37,1.174,0.297,0.05,287,-1.11,-0.37,358,14.1,65,1027.9,0.5,4.19,15.4,0,53
2024-11-11 18:00:18,4174,31,6.9,28.25,0.49,1.112,0.353,2.0,3616,2.78,1.17,357,14.1,65,1027.9,0.5,4.19,15.12,0,53
2024-11-11 18:00:19,4091,32,6.95,29.14,0.51,1.12,0.367,0.05,291,-1.11,-0.25,358,14.2,65,1027.9,0.5,4.19,15.04,0,53
2024-11-11 18:00:20,4751,29,7.46,29.22,0.48,1.203,0.36,2.0,3610,2.78,0.99,358,14.2,65,1028.0,0.501,4.19,15.48,0,53
2024-11-11 18:00:21,4843,28,7.35,27.96,0.44,1.185,0.34,0.05,289,-1.11,-0.43,358,14.2,65,1028.0,0.5,4.19,15.56,0,53
2024-11-11 18:00:22,5059,28,7.58,28.52,0.45,1.222,0.346,2.0,3610,2.9,1.42,359,14.1,65,1028.0,0.5,4.19,15.64,0,53
2024-11-11 18:00:23,4621,34,8.41,37.51,0.71,1.357,0.48,0.05,288,-1.3,-0.8,358,14.1,65,1027.8,0.499,4.19,15.56,0,53
2024-11-11 18:00:24,4095,38,8.44,41.93,0.89,1.362,0.547,2.0,3610,3.33,1.36,358,14.1,65,1027.8,0.499,4.19,15.32,0,53
2024-11-11 18:00:25,5011,32,8.62,36.59,0.65,1.391,0.463,0.04,289,-1.42,-0.56,358,14.1,65,1027.8,0.5,4.19,15.4,0,53
2024-11-11 18:00:26,6685,26,9.19,32.1,0.47,1.482,0.376,2.01,3608,2.72,1.3,358,14.1,65,1028.0,0.5,4.19,15.52,0,53
2024-11-11 18:00:27,6022,27,8.5,30.37,0.45,1.371,0.36,0.05,288,-1.3,-0.43,357,14.1,65,1028.0,0.5,4.19,15.56,0,53
2024-11-11 18:00:28,4936,30,8.05,32.62,0.55,1.299,0.407,2.0,3610,2.53,1.3,359,14.1,65,1028.0,0.5,4.19,15.16,0,53
2024-11-11 18:00:29,4862,30,7.86,31.62,0.53,1.268,0.393,0.05,287,-1.05,-0.37,359,14.1,65,1027.7,0.5,4.19,15.08,0,53
2024-11-11 18:00:30,4424,30,7.2,29.1,0.49,1.161,0.362,2.01,3607,2.35,1.24,358,14.1,65,1027.7,0.5,4.19,15.52,0,53
2024-11-11 18:00:31,5419,25,7.2,24.41,0.34,1.161,0.281,0.03,287,-1.11,-0.25,358,14.2,65,1027.7,0.5,4.19,15.44,0,53
2024-11-11 18:00:32,5787,25,7.66,25.9,0.36,1.236,0.224,2.0,3607,2.41,1.17,359,14.2,65,1027.9,0.5,4.19,15.36,0,53
2024-11-11 18:00:33,5714,25,7.57,25.58,0.36,1.221,0.284,0.03,288,-1.17,-0.25,359,14.2,65,1027.9,0.5,4.19,15.0,0,53
2024-11-11 18:00:34,4820,27,6.95,25.27,0.38,1.12,0.302,2.02,3607,2.9,1.05,358,14.2,65,1027.9,0.5,4.19,15.48,0,53
2024-11-11 18:00:35,4157,32,7.2,30.73,0.55,1.161,0.389,0.03,287,-1.48,-0.19,358,14.2,65,1028.0,0.5,4.19,15.76,0,53
2024-11-11 18:00:36,4413,33,7.8,33.91,0.62,1.259,0.431,1.99,3607,2.59,1.24,358,14.2,65,1028.0,0.501,4.19,15.32,0,53
2024-11-11 18:00:37,5223,26,7.24,25.49,0.37,1.168,0.299,0.04,285,-1.11,-0.37,358,14.2,65,1028.0,0.5,4.19,15.36,0,53
2024-11-11 18:00:38,5480,26,7.44,25.72,0.37,1.201,0.299,2.0,3607,2.66,1.3,358,14.2,65,1027.8,0.499,4.19,15.76,0,53
2024-11-11 18:00:39,5851,26,8.03,28.01,0.41,1.295,0.327,0.03,284,-1.48,-0.49,358,14.2,65,1027.8,0.5,4.19,15.72,0,53
2024-11-11 18:00:40,5929,25,7.85,26.54,0.37,1.266,0.288,2.0,3607,2.84,1.17,359,14.2,65,1027.8,0.499,4.19,15.28,0,53
2024-11-11 18:00:41,4668,31,7.83,32.47,0.57,1.262,0.408,0.05,285,-1.67,-0.43,359,14.2,65,1028.0,0.5,4.19,15.16,0,53
2024-11-11 18:00:42,4511,35,8.47,38.74,0.75,1.365,0.499,1.99,3610,3.77,1.3,358,14.2,65,1028.0,0.5,4.19,15.56,0,53
2024-11-11 18:00:43,5519,35,10.63,49.78,0.99,1.715,0.644,0.04,283,-2.22,-0.43,358,14.2,65,1028.0,0.5,4.19,15.6,0,53
2024-11-11 18:00:44,4920,44,11.94,68.37,1.69,1.926,0.897,2.0,3608,3.71,1.67,358,14.2,65,1028.0,0.5,4.19,15.4,0,53
2024-11-11 18:00:45,5325,42,12.24,66.82,1.57,1.974,0.877,0.04,284,-2.41,-1.17,358,14.2,65,1028.0,0.5,4.19,15.44,0,53
2024-11-11 18:00:46,5878,39,12.67,65.4,1.44,2.043,0.856,1.99,3608,3.46,1.67,357,14.2,65,1028.0,0.5,4.19,15.52,0,53
2024-11-11 18:00:47,5807,38,11.96,59.34,1.25,1.929,0.774,0.03,285,-1.79,-1.11,359,14.2,65,1027.9,0.499,4.19,15.68,0,53
2024-11-11 18:00:48,6045,34,11.01,49.14,0.93,1.777,0.629,2.01,3610,2.96,1.54,359,14.2,65,1027.9,0.5,4.19,15.12,0,53
2024-11-11 18:00:49,6304,32,10.7,44.88,0.79,1.726,0.565,0.05,285,-1.36,-0.68,358,14.2,65,1027.9,0.499,4.19,15.6,0,53
2024-11-11 18:00:50,5369,34,9.78,43.61,0.82,1.577,0.558,2.01,3607,2.47,1.17,359,14.2,65,1028.0,0.5,4.19,15.6,0,53
2024-11-11 18:00:51,4220,37,8.45,40.87,0.84,1.362,0.531,0.03,281,-1.05,-0.49,359,14.2,65,1028.0,0.501,4.19,15.52,0,53
2024-11-11 18:00:52,4829,31,7.92,32.23,0.55,1.277,0.402,2.0,3608,2.59,1.3,358,14.2,65,1028.0,0.5,4.19,15.16,0,53
2024-11-11 18:00:53,5144,27,7.52,27.72,0.43,1.213,0.333,0.03,288,-1.24,-0.31,358,14.2,65,1027.9,0.5,4.19,15.32,0,53
2024-11-11 18:00:54,4981,29,7.77,30.3,0.49,1.254,0.372,2.0,3608,2.47,1.11,359,14.2,65,1027.9,0.499,4.19,15.52,0,53
2024-11-11 18:00:55,5133,30,8.23,32.82,0.55,1.327,0.407,0.04,288,-1.24,-0.49,358,14.2,65,1027.9,0.5,4.19,15.56,0,53
2024-11-11 18:00:56,5166,29,7.94,30.58,0.49,1.281,0.374,2.03,3607,2.53,1.24,358,14.2,65,1028.0,0.5,4.19,15.0,0,53
2024-11-11 18:00:57,5536,25,7.33,24.78,0.35,1.183,0.272,0.05,287,-1.24,-0.43,359,14.2,65,1028.0,0.5,4.19,15.12,0,53
2024-11-11 18:00:58,4435,30,7.25,29.45,0.5,1.17,0.367,2.02,3611,2.59,1.05,359,14.2,65,1028.0,0.5,4.19,15.44,0,53
2024-11-11 18:00:59,4643,32,7.94,33.53,0.6,1.281,0.423,0.05,289,-1.36,-0.43,359,14.2,65,1027.9,0.5,4.19,15.52,0,53
2024-11-11 18:01:00,4624,31,7.83,32.78,0.58,1.263,0.413,1.97,3608,3.34,1.24,358,14.2,65,1027.9,0.5,4.19,15.28,0,53
2024-11-11 18:01:01,4235,38,8.71,43.17,0.91,1.405,0.563,0.05,284,-1.91,-0.74,359,14.2,65,1027.9,0.5,4.19,15.2,0,53
2024-11-11 18:01:02,4727,37,9.51,46.22,0.96,1.533,0.601,2.02,3608,2.78,1.67,359,14.2,65,1028.0,0.499,4.19,15.92,0,53
2024-11-11 18:01:03,4269,38,8.84,44.11,0.94,1.426,0.575,0.05,287,-1.24,-0.43,358,14.2,65,1028.0,0.5,4.19,15.52,0,53
2024-11-11 18:01:04,3963,39,8.39,42.63,0.92,1.353,0.557,2.02,3608,2.35,1.48,358,14.2,65,1028.0,0.5,4.19,15.2,0,53
2024-11-11 18:01:05,3912,36,7.7,36.7,0.74,1.241,0.476,0.03,292,-1.11,-0.56,358,14.2,65,1028.1,0.499,4.19,15.4,0,53
2024-11-11 18:01:06,3787,34,7.07,32.24,0.62,1.141,0.415,2.01,3607,2.47,1.05,357,14.2,65,1028.1,0.5,4.19,15.56,0,53
2024-11-11 18:01:07,3471,35,6.56,30.25,0.59,1.059,0.39,0.03,285,-0.86,-0.43,358,14.2,65,1028.1,0.5,4.19,15.56,0,53
2024-11-11 18:01:08,3286,36,6.51,31.23,0.64,1.05,0.405,2.0,3610,2.66,1.24,358,14.2,65,1027.8,0.5,4.19,15.64,0,53
