Datetime,CO2_1,CO2_2,CO2_3,CO2_4
2024-11-11 17:17:53,-50.0,-0.032917327499999996,50.652132,102.31218
2024-11-11 17:17:54,,,,
2024-11-11 17:17:55,,,,
2024-11-11 17:17:56,,,,
2024-11-11 17:17:57,,,,
2024-11-11 17:17:58,,,,
2024-11-11 17:17:59,,,,
2024-11-11 17:18:00,,,,
2024-11-11 17:18:01,,,,
2024-11-11 17:18:02,,,,
2024-11-11 17:18:03,,,,
2024-11-11 17:18:04,,,,
2024-11-11 17:18:05,,,,
2024-11-11 17:18:06,,,,
2024-11-11 17:18:07,,,,
2024-11-11 17:18:08,-50.0,-0.045031399714285714,50.652132,102.31282857142857
2024-11-11 17:18:09,-50.0,-0.07007926149999999,50.652132,102.31218
2024-11-11 17:18:10,-50.0,-0.07058645899999999,50.652132,102.31218
2024-11-11 17:18:11,-50.0,-0.07008866999999999,50.652132,102.31899
2024-11-11 17:18:12,-50.0,-0.0695107195,50.652132,102.31218
2024-11-11 17:18:13,-50.0,-0.0686733145,50.652132,102.31218
2024-11-11 17:18:14,-50.0,-0.06782808700000001,50.652132,102.31218
2024-11-11 17:18:15,-50.0,-0.06631911,50.652132,102.31218
2024-11-11 17:18:16,-50.0,-0.06478607850000001,50.652132,102.31218
2024-11-11 17:18:17,-50.0,-0.0639792725,50.652132,102.31218
2024-11-11 17:18:18,-50.0,-0.064265935,50.652132,102.31218
2024-11-11 17:18:19,-50.0,-0.066803858,50.652132,102.31218
2024-11-11 17:18:20,-50.0,-0.0715454335,50.652132,102.31218
2024-11-11 17:18:21,-50.0,-0.0768435905,50.652132,102.31218
2024-11-11 17:18:22,-50.0,-0.0810445685,50.652132,102.31218
2024-11-11 17:18:23,-50.0,-0.08374171650000001,50.652132,102.31218
2024-11-11 17:18:24,-50.0,-0.0856974455,50.652132,102.31218
2024-11-11 17:18:25,-50.0,-0.08734887050000001,50.652132,102.31218
2024-11-11 17:18:26,-50.0,-0.08839287700000001,50.652132,102.31218
2024-11-11 17:18:27,-50.0,-0.0886577935,50.652132,102.31218
2024-11-11 17:18:28,-50.0,-0.08805943399999999,50.652132,102.31218
2024-11-11 17:18:29,-50.0,-0.087455005,50.652132,102.31218
2024-11-11 17:18:30,-50.0,-0.08709022450000001,50.652132,102.31218
2024-11-11 17:18:31,-50.0,-0.08730698549999999,50.652132,102.31218
2024-11-11 17:18:32,-50.0,-0.0878679985,50.652132,102.31218
2024-11-11 17:18:33,-50.0,-0.0887831685,50.652132,102.31218
2024-11-11 17:18:34,-50.0,-0.09028691750000001,50.652132,102.31218
2024-11-11 17:18:35,-50.0,-0.0922724055,50.652132,102.31218
2024-11-11 17:18:36,-50.0,-0.09452578049999999,50.652132,102.31218
2024-11-11 17:18:37,-50.0,-0.0964710755,50.652132,102.31218
2024-11-11 17:18:38,-50.0,-0.097633552,50.652132,102.31218
2024-11-11 17:18:39,-50.0,-0.0981840555,50.652132,102.31218
2024-11-11 17:18:40,-50.0,-0.098795361,50.626325,102.31218
2024-11-11 17:18:41,-50.0,-0.09948357499999999,50.626325,102.31218
2024-11-11 17:18:42,-50.0,-0.100191,50.652132,102.31218
2024-11-11 17:18:43,-50.0,-0.10032445000000001,50.652132,102.31218
2024-11-11 17:18:44,-50.0,-0.100505015,50.652132,102.31218
2024-11-11 17:18:45,-50.0,-0.099790637,50.652132,102.31218
2024-11-11 17:18:46,-50.0,-0.0975483745,50.652132,102.31218
2024-11-11 17:18:47,-50.0,-0.0944866985,50.652132,102.31218
2024-11-11 17:18:48,-50.0,-0.0914651675,50.652132,102.31218
2024-11-11 17:18:49,-50.0,-0.0894682925,50.652132,102.31218
2024-11-11 17:18:50,-50.0,-0.088527283,50.652132,102.31218
2024-11-11 17:18:51,-50.0,-0.088192071,50.652132,102.31218
2024-11-11 17:18:52,-50.0,-0.0878555435,50.652132,102.31218
2024-11-11 17:18:53,-50.0,-0.08699780900000001,50.652132,102.31218
2024-11-11 17:18:54,-50.0,-0.08627354549999999,50.652132,102.31218
2024-11-11 17:18:55,-50.0,-0.0843386315,50.652132,102.31218
2024-11-11 17:18:56,-50.0,-0.08221199,50.652132,102.31218
2024-11-11 17:18:57,-50.0,-0.08063358749999999,50.652132,102.31218
2024-11-11 17:18:58,-50.0,-0.080772218,50.652132,102.31218
2024-11-11 17:18:59,-50.0,-0.08240612,50.652132,102.31218
2024-11-11 17:19:00,-50.0,-0.08494752350000001,50.652132,102.31218
2024-11-11 17:19:01,-50.0,-0.087453856,50.652132,102.31218
2024-11-11 17:19:02,-50.0,-0.08891299650000001,50.652132,102.31218
2024-11-11 17:19:03,-50.0,-0.088875622,50.652132,102.31218
2024-11-11 17:19:04,-50.0,-0.0878215405,50.652132,102.31218
2024-11-11 17:19:05,-50.0,-0.0866446875,50.652132,102.31218
2024-11-11 17:19:06,-50.0,-0.08601282099999999,50.6392285,102.31218
2024-11-11 17:19:07,-50.0,-0.085937895,50.626325,102.31218
2024-11-11 17:19:08,-50.0,-0.08690476850000001,50.6392285,102.31218
2024-11-11 17:19:09,-50.0,-0.08799726899999999,50.652132,102.31218
2024-11-11 17:19:10,-50.0,-0.08886105,50.652132,102.31218
2024-11-11 17:19:11,-50.0,-0.08902813849999999,50.652132,102.31218
2024-11-11 17:19:12,-50.0,-0.088811511,50.652132,102.31218
2024-11-11 17:19:13,-50.0,-0.088313279,50.652132,102.31218
2024-11-11 17:19:14,-50.0,-0.0876882165,50.652132,102.31218
2024-11-11 17:19:15,-50.0,-0.0873557895,50.652132,102.31218
2024-11-11 17:19:16,-50.0,-0.08721719250000001,50.652132,102.31899
2024-11-11 17:19:17,-50.0,-0.08650485499999999,50.652132,102.337065
2024-11-11 17:19:18,-50.0,-0.08519597500000001,50.652132,102.31899
2024-11-11 17:19:19,-50.0,-0.08265518150000001,50.652132,102.31218
2024-11-11 17:19:20,-50.0,-0.0793291635,50.652132,102.31218
2024-11-11 17:19:21,-50.0,-0.07563338950000001,50.652132,102.31218
2024-11-11 17:19:22,-50.0,-0.072805335,50.652132,102.31899
2024-11-11 17:19:23,-50.0,-0.07159486000000001,50.652132,102.31899
2024-11-11 17:19:24,-50.0,-0.071043474,50.652132,102.31218
2024-11-11 17:19:25,-50.0,-0.07097305000000001,50.652132,102.31218
2024-11-11 17:19:26,-50.0,-0.0700722835,50.652132,102.31218
2024-11-11 17:19:27,-50.0,-0.069363281,50.652132,102.31218
2024-11-11 17:19:28,-50.0,-0.068972196,50.652132,102.31218
2024-11-11 17:19:29,-50.0,-0.07001495299999999,50.652132,102.31218
2024-11-11 17:19:30,-50.0,-0.07209315,50.652132,102.3258
2024-11-11 17:19:31,-50.0,-0.074392602,50.652132,102.31218
2024-11-11 17:19:32,-50.0,-0.0765422815,50.652132,102.31218
2024-11-11 17:19:33,-50.0,-0.07823303649999999,50.652132,102.31218
2024-11-11 17:19:34,-50.0,-0.079294519,50.652132,102.3258
2024-11-11 17:19:35,-50.0,-0.080248408,50.652132,102.3258
2024-11-11 17:19:36,-50.0,-0.0810173365,50.652132,102.3258
2024-11-11 17:19:37,-50.0,-0.0812643765,50.652132,102.3258
2024-11-11 17:19:38,-50.0,-0.081078443,50.652132,102.3258
2024-11-11 17:19:39,-50.0,-0.0799900385,50.652132,102.3258
2024-11-11 17:19:40,-50.0,-0.07849333950000001,50.652132,102.31899
2024-11-11 17:19:41,-50.0,-0.07643614,50.652132,102.31218
2024-11-11 17:19:42,-50.0,-0.074559948,50.652132,102.31218
2024-11-11 17:19:43,-50.0,-0.07328351,50.652132,102.31899
2024-11-11 17:19:44,-50.0,-0.073612656,50.652132,102.31218
2024-11-11 17:19:45,-50.0,-0.07499924150000001,50.652132,102.31218
2024-11-11 17:19:46,-50.0,-0.076439807,50.6392285,102.31218
2024-11-11 17:19:47,-50.0,-0.0771934955,50.626325,102.31218
2024-11-11 17:19:48,-50.0,-0.07707472500000001,50.6392285,102.31218
2024-11-11 17:19:49,-50.0,-0.0765059705,50.652132,102.31218
2024-11-11 17:19:50,-50.0,-0.07576380699999999,50.652132,102.31218
2024-11-11 17:19:51,-50.0,-0.0748052495,50.652132,102.31218
2024-11-11 17:19:52,-50.0,-0.0731261225,50.652132,102.32344
2024-11-11 17:19:53,-50.0,-0.07146243050000001,50.652132,102.31218
2024-11-11 17:19:54,-50.0,-0.0709937045,50.652132,102.31218
2024-11-11 17:19:55,-50.0,-0.07160211550000001,50.652132,102.31218
2024-11-11 17:19:56,-50.0,-0.073149886,50.652132,102.31218
2024-11-11 17:19:57,-50.0,-0.074949345,50.652132,102.31899
2024-11-11 17:19:58,-50.0,-0.07699080850000001,50.652132,102.3258
2024-11-11 17:19:59,-50.0,-0.07890676199999999,50.652132,102.31218
2024-11-11 17:20:00,-50.0,-0.0801792495,50.652132,102.31218
2024-11-11 17:20:01,-50.0,-0.08067031350000001,50.652132,102.3258
2024-11-11 17:20:02,-50.0,-0.081185097,50.652132,102.3258
2024-11-11 17:20:03,-50.0,-0.08157468749999999,50.652132,102.3258
2024-11-11 17:20:04,-50.0,-0.081944341,50.652132,102.31218
2024-11-11 17:20:05,-50.0,-0.081773538,50.652132,102.31218
2024-11-11 17:20:06,-50.0,-0.081737346,50.652132,102.31218
2024-11-11 17:20:07,-50.0,-0.0815487475,50.652132,102.31218
2024-11-11 17:20:08,-50.0,-0.081004662,50.652132,102.32344
2024-11-11 17:20:09,-50.0,-0.0802640145,50.652132,102.3258
2024-11-11 17:20:10,-50.0,-0.07924141100000001,50.652132,102.3258
2024-11-11 17:20:11,-50.0,-0.077898139,50.652132,102.3258
2024-11-11 17:20:12,-50.0,-0.076486823,50.652132,102.3258
2024-11-11 17:20:13,-50.0,-0.0745419975,50.652132,102.3258
2024-11-11 17:20:14,-50.0,-0.0723153375,50.652132,102.3258
2024-11-11 17:20:15,-50.0,-0.068902704,50.652132,102.3258
2024-11-11 17:20:16,-50.0,-0.0658010265,50.626325,102.3258
2024-11-11 17:20:17,-50.0,-0.064885826,50.626325,102.3258
2024-11-11 17:20:18,-50.0,-0.066341073,50.6392285,102.31218
2024-11-11 17:20:19,-50.0,-0.070350725,50.652132,102.31218
2024-11-11 17:20:20,-50.0,-0.074723191,50.652132,102.3258
2024-11-11 17:20:21,-50.0,-0.07727890949999999,50.652132,102.3258
2024-11-11 17:20:22,-50.0,-0.078224406,50.652132,102.3258
2024-11-11 17:20:23,-50.0,-0.078562157,50.652132,102.3258
2024-11-11 17:20:24,-50.0,-0.0791719575,50.652132,102.3258
2024-11-11 17:20:25,-50.0,-0.07965036850000001,50.652132,102.3258
2024-11-11 17:20:26,-50.0,-0.07967215250000001,50.652132,102.3258
2024-11-11 17:20:27,-50.0,-0.0788431305,50.652132,102.3258
2024-11-11 17:20:28,-50.0,-0.0774733515,50.6392285,102.3258
2024-11-11 17:20:29,-50.0,-0.0764283315,50.626325,102.3258
2024-11-11 17:20:30,-50.0,-0.07608916199999999,50.6392285,102.3258
2024-11-11 17:20:31,-50.0,-0.0762421745,50.652132,102.31218
2024-11-11 17:20:32,-50.0,-0.0765456555,50.652132,102.31218
2024-11-11 17:20:33,-50.0,-0.0765036315,50.652132,102.31899
2024-11-11 17:20:34,-50.0,-0.0759246175,50.652132,102.31218
2024-11-11 17:20:35,-50.0,-0.075085084,50.652132,102.31218
2024-11-11 17:20:36,-50.0,-0.073882136,50.652132,102.31899
2024-11-11 17:20:37,-50.0,-0.0726735805,50.652132,102.3258
2024-11-11 17:20:38,-50.0,-0.07151809649999999,50.652132,102.3258
2024-11-11 17:20:39,-50.0,-0.070621347,50.652132,102.3258
2024-11-11 17:20:40,-50.0,-0.069846377,50.652132,102.3258
2024-11-11 17:20:41,-50.0,-0.069490706,50.652132,102.3258
2024-11-11 17:20:42,-50.0,-0.0694237275,50.652132,102.3258
2024-11-11 17:20:43,-50.0,-0.07030202099999999,50.652132,102.31218
2024-11-11 17:20:44,-50.0,-0.07093334849999999,50.652132,102.31218
2024-11-11 17:20:45,-50.0,-0.071034524,50.652132,102.3258
2024-11-11 17:20:46,-50.0,-0.07014711800000001,50.652132,102.3258
2024-11-11 17:20:47,-50.0,-0.0679453535,50.652132,102.3258
2024-11-11 17:20:48,-50.0,-0.0648026675,50.652132,102.3258
2024-11-11 17:20:49,-50.0,-0.062136578,50.652132,102.3258
2024-11-11 17:20:50,-50.0,-0.0601418205,50.652132,102.3258
2024-11-11 17:20:51,-50.0,-0.0592663425,50.652132,102.3258
2024-11-11 17:20:52,-50.0,-0.0597152515,50.652132,102.3258
2024-11-11 17:20:53,-50.0,-0.0600599765,50.652132,102.3258
2024-11-11 17:20:54,-50.0,-0.0597842735,50.652132,102.3258
2024-11-11 17:20:55,-50.0,-0.0582953805,50.652132,102.3258
2024-11-11 17:20:56,-50.0,-0.0560801595,50.652132,102.3258
2024-11-11 17:20:57,-50.0,-0.0542905065,50.652132,102.3258
2024-11-11 17:20:58,-50.0,-0.0539256135,50.652132,102.3258
2024-11-11 17:20:59,-50.0,-0.055125441,50.652132,102.3258
2024-11-11 17:21:00,-50.0,-0.056849386,50.652132,102.337065
2024-11-11 17:21:01,-50.0,-0.057969284,50.652132,102.3258
2024-11-11 17:21:02,-50.0,-0.0588269755,50.652132,102.3258
2024-11-11 17:21:03,-50.0,-0.060072221499999995,50.652132,102.3258
2024-11-11 17:21:04,-50.0,-0.0615018745,50.652132,102.3258
2024-11-11 17:21:05,-50.0,-0.0627753465,50.652132,102.3258
2024-11-11 17:21:06,-50.0,-0.063750364,50.652132,102.3258
2024-11-11 17:21:07,-50.0,-0.0644586965,50.652132,102.3258
2024-11-11 17:21:08,-50.0,-0.0654132935,50.652132,102.3258
2024-11-11 17:21:09,-50.0,-0.066220519,50.652132,102.3258
2024-11-11 17:21:10,-50.0,-0.0667951455,50.652132,102.3258
2024-11-11 17:21:11,-50.0,-0.06669159350000001,50.652132,102.3258
2024-11-11 17:21:12,-50.0,-0.06543457450000001,50.652132,102.3258
2024-11-11 17:21:13,-50.0,-0.0657101195,50.652132,102.3258
2024-11-11 17:21:14,-50.0,-0.068792924,50.652132,102.3258
2024-11-11 17:21:15,-50.0,-0.07419763300000001,50.652132,102.3258
2024-11-11 17:21:16,-50.0,-0.0799060725,50.652132,102.3258
2024-11-11 17:21:17,-50.0,-0.0840811155,50.652132,102.3258
2024-11-11 17:21:18,-50.0,-0.0869045065,50.652132,102.3258
2024-11-11 17:21:19,-50.0,-0.0884161135,50.652132,102.3258
2024-11-11 17:21:20,-50.0,-0.08957875200000001,50.652132,102.3258
2024-11-11 17:21:21,-50.0,-0.0907946585,50.652132,102.3258
2024-11-11 17:21:22,-50.0,-0.091384353,50.652132,102.3258
2024-11-11 17:21:23,-50.0,-0.09218978850000001,50.652132,102.3258
2024-11-11 17:21:24,-50.0,-0.0928733345,50.652132,102.337065
2024-11-11 17:21:25,-50.0,-0.0931477445,50.652132,102.3258
2024-11-11 17:21:26,-50.0,-0.09298192450000001,50.652132,102.3258
2024-11-11 17:21:27,-50.0,-0.0921995015,50.652132,102.3258
2024-11-11 17:21:28,-50.0,-0.09102904249999999,50.652132,102.3258
2024-11-11 17:21:29,-50.0,-0.089483389,50.652132,102.3258
2024-11-11 17:21:30,-50.0,-0.08855901199999999,50.652132,102.3258
2024-11-11 17:21:31,-50.0,-0.08839994400000001,50.652132,102.3258
2024-11-11 17:21:32,-50.0,-0.088632421,50.652132,102.337065
2024-11-11 17:21:33,-50.0,-0.0888130375,50.652132,102.337065
2024-11-11 17:21:34,-50.0,-0.088731546,50.652132,102.3258
2024-11-11 17:21:35,-50.0,-0.0878511615,50.652132,102.3258
2024-11-11 17:21:36,-50.0,-0.085822119,50.652132,102.3258
2024-11-11 17:21:37,-50.0,-0.08226101799999999,50.652132,102.337065
2024-11-11 17:21:38,-50.0,-0.07771177,50.652132,102.3258
2024-11-11 17:21:39,-50.0,-0.072896919,50.652132,102.3258
2024-11-11 17:21:40,-50.0,-0.0687423915,50.652132,102.337065
2024-11-11 17:21:41,-50.0,-0.064890599,50.652132,102.3258
2024-11-11 17:21:42,-50.0,-0.0609308645,50.652132,102.3258
2024-11-11 17:21:43,-50.0,-0.058531510499999995,50.652132,102.337065
2024-11-11 17:21:44,-50.0,-0.058853197,50.652132,102.3258
2024-11-11 17:21:45,-50.0,-0.0617687955,50.652132,102.3258
2024-11-11 17:21:46,-50.0,-0.068160586,50.652132,102.3258
2024-11-11 17:21:47,-50.0,-0.075247542,50.652132,102.3258
2024-11-11 17:21:48,-50.0,-0.07976588700000001,50.6392285,102.3258
2024-11-11 17:21:49,-50.0,-0.0804016015,50.626325,102.337065
2024-11-11 17:21:50,-50.0,-0.078344044,50.6392285,102.3258
2024-11-11 17:21:51,-50.0,-0.0746650905,50.652132,102.3258
2024-11-11 17:21:52,-50.0,-0.070922024,50.652132,102.337065
2024-11-11 17:21:53,-50.0,-0.0677804205,50.652132,102.3258
2024-11-11 17:21:54,-50.0,-0.064402196,50.652132,102.3258
2024-11-11 17:21:55,-50.0,-0.0612099355,50.652132,102.3258
2024-11-11 17:21:56,-50.0,-0.0584686465,50.652132,102.3258
2024-11-11 17:21:57,-50.0,-0.056621394,50.652132,102.3258
2024-11-11 17:21:58,-50.0,-0.055437985999999995,50.652132,102.3258
2024-11-11 17:21:59,-50.0,-0.054917793,50.652132,102.3258
2024-11-11 17:22:00,-50.0,-0.054641999499999996,50.652132,102.337065
2024-11-11 17:22:01,-50.0,-0.05476515,50.652132,102.3258
2024-11-11 17:22:02,-50.0,-0.0551638645,50.652132,102.3258
2024-11-11 17:22:03,-50.0,-0.056047229000000004,50.652132,102.337065
2024-11-11 17:22:04,-50.0,-0.058061777999999994,50.652132,102.3258
2024-11-11 17:22:05,-50.0,-0.060323345,50.652132,102.337065
2024-11-11 17:22:06,-50.0,-0.062071185,50.652132,102.3258
2024-11-11 17:22:07,-50.0,-0.06392358000000001,50.652132,102.337065
2024-11-11 17:22:08,-50.0,-0.0657548565,50.652132,102.3258
2024-11-11 17:22:09,-50.0,-0.06737266,50.652132,102.3258
2024-11-11 17:22:10,-50.0,-0.0700392315,50.652132,102.3258
2024-11-11 17:22:11,-50.0,-0.0735463495,50.652132,102.3258
2024-11-11 17:22:12,-50.0,-0.0772539015,50.652132,102.3258
2024-11-11 17:22:13,-50.0,-0.08089977200000001,50.652132,102.337065
2024-11-11 17:22:14,-50.0,-0.083738288,50.652132,102.3258
2024-11-11 17:22:15,-50.0,-0.0860821575,50.652132,102.31899
2024-11-11 17:22:16,-50.0,-0.0879305115,50.652132,102.31218
2024-11-11 17:22:17,-50.0,-0.08942394649999999,50.652132,102.31218
2024-11-11 17:22:18,-50.0,-0.0900737425,50.652132,102.31218
2024-11-11 17:22:19,-50.0,-0.08993655149999999,50.652132,102.31218
2024-11-11 17:22:20,-50.0,-0.0899824425,50.652132,102.31218
2024-11-11 17:22:21,-50.0,-0.090117273,50.652132,102.32344
2024-11-11 17:22:22,-50.0,-0.08974461550000001,50.652132,102.31218
2024-11-11 17:22:23,-50.0,-0.088052401,50.652132,102.31218
2024-11-11 17:22:24,-50.0,-0.085866112,50.652132,102.31218
2024-11-11 17:22:25,-50.0,-0.083856954,50.652132,102.31218
2024-11-11 17:22:26,-50.0,-0.0827380795,50.652132,102.31218
2024-11-11 17:22:27,-50.0,-0.0824986785,50.652132,102.31218
2024-11-11 17:22:28,-50.0,-0.082903966,50.652132,102.31218
2024-11-11 17:22:29,-50.0,-0.0831939505,50.652132,102.31218
2024-11-11 17:22:30,-50.0,-0.083752136,50.652132,102.31218
2024-11-11 17:22:31,-50.0,-0.084173903,50.652132,102.32344
2024-11-11 17:22:32,-50.0,-0.0847323935,50.652132,102.31218
2024-11-11 17:22:33,-50.0,-0.085476045,50.652132,102.31218
2024-11-11 17:22:34,-50.0,-0.08683921750000001,50.652132,102.31218
2024-11-11 17:22:35,-50.0,-0.08853235649999999,50.652132,102.31218
2024-11-11 17:22:36,-50.0,-0.090645513,50.626325,102.31218
2024-11-11 17:22:37,-50.0,-0.092331099,50.626325,102.32344
2024-11-11 17:22:38,-50.0,-0.09369622699999999,50.652132,102.31218
2024-11-11 17:22:39,-50.0,-0.0943218655,50.652132,102.3347
2024-11-11 17:22:40,-50.0,-0.09462741350000001,50.652132,102.31218
2024-11-11 17:22:41,-50.0,-0.0951487725,50.652132,102.31218
2024-11-11 17:22:42,-50.0,-0.0954660075,50.652132,102.33025
2024-11-11 17:22:43,-50.0,-0.09579972249999999,50.652132,102.31218
2024-11-11 17:22:44,-50.0,-0.095707044,50.652132,102.32344
2024-11-11 17:22:45,-50.0,-0.095552039,50.652132,102.31218
2024-11-11 17:22:46,-50.0,-0.0952606675,50.652132,102.31218
2024-11-11 17:22:47,-50.0,-0.0952570145,50.652132,102.31218
2024-11-11 17:22:48,-50.0,-0.0956649155,50.652132,102.31218
2024-11-11 17:22:49,-50.0,-0.095860776,50.652132,102.31218
2024-11-11 17:22:50,-50.0,-0.09611457300000001,50.652132,102.32344
2024-11-11 17:22:51,-50.0,-0.09609456,50.652132,102.31218
2024-11-11 17:22:52,-50.0,-0.09582394050000001,50.652132,102.32344
2024-11-11 17:22:53,-50.0,-0.09507953150000001,50.652132,102.32344
2024-11-11 17:22:54,-50.0,-0.0938377805,50.652132,102.31218
2024-11-11 17:22:55,-50.0,-0.09230056249999999,50.652132,102.31218
2024-11-11 17:22:56,-50.0,-0.09063277650000001,50.652132,102.31218
2024-11-11 17:22:57,-50.0,-0.089826655,50.652132,102.32344
2024-11-11 17:22:58,-50.0,-0.090567412,50.652132,102.31218
2024-11-11 17:22:59,-50.0,-0.092787647,50.652132,102.31218
2024-11-11 17:23:00,-50.0,-0.0955409525,50.652132,102.31218
2024-11-11 17:23:01,-50.0,-0.09789992750000001,50.652132,102.31899
2024-11-11 17:23:02,-50.0,-0.0993484065,50.652132,102.31899
2024-11-11 17:23:03,-50.0,-0.100252385,50.652132,102.31218
2024-11-11 17:23:04,-50.0,-0.10084420499999999,50.652132,102.32344
2024-11-11 17:23:05,-50.0,-0.10096348999999999,50.652132,102.32344
2024-11-11 17:23:06,-50.0,-0.10100146,50.652132,102.32344
2024-11-11 17:23:07,-50.0,-0.10089813,50.652132,102.32344
2024-11-11 17:23:08,-50.0,-0.10055481499999999,50.652132,102.31218
2024-11-11 17:23:09,-50.0,-0.10033554,50.652132,102.31899
2024-11-11 17:23:10,-50.0,-0.10024999,50.652132,102.31218
2024-11-11 17:23:11,-50.0,-0.10012762,50.652132,102.31218
2024-11-11 17:23:12,-50.0,-0.1002975,50.652132,102.31218
2024-11-11 17:23:13,-50.0,-0.10065291000000001,50.652132,102.31218
2024-11-11 17:23:14,-50.0,-0.100850895,50.652132,102.31218
2024-11-11 17:23:15,-50.0,-0.10142641,50.652132,102.31218
2024-11-11 17:23:16,-50.0,-0.10186053,50.652132,102.34833
2024-11-11 17:23:17,-50.0,-0.102375685,50.652132,102.3258
2024-11-11 17:23:18,-50.0,-0.10258243,50.652132,102.31218
2024-11-11 17:23:19,-50.0,-0.102436955,50.652132,102.31218
2024-11-11 17:23:20,-50.0,-0.102053475,50.652132,102.3258
2024-11-11 17:23:21,-50.0,-0.10190091,50.652132,102.337065
2024-11-11 17:23:22,-50.0,-0.102015365,50.652132,102.337065
2024-11-11 17:23:23,-50.0,-0.10225915999999999,50.652132,102.31218
2024-11-11 17:23:24,-50.0,-0.10283948500000001,50.652132,102.31218
2024-11-11 17:23:25,-50.0,-0.103287975,50.652132,102.31218
2024-11-11 17:23:26,-50.0,-0.103427225,50.652132,102.31218
2024-11-11 17:23:27,-50.0,-0.103584695,50.652132,102.31218
2024-11-11 17:23:28,-50.0,-0.103768895,50.652132,102.32344
2024-11-11 17:23:29,-50.0,-0.10421478,50.652132,102.31899
