Datetime,number,diam,LDSA,surface,mass,A1,A2,idiff,HV,EM1,EM2,DV,T,RH,P,flow,bat,Ipump,error,PWMpump
2025-01-07 12:23:47,3118,41,7.0,37.48,0.86,1.13,0.491,2.01,3524,2.73,1.24,360,19.5,36,997.0,0.5,4.19,16.6,0,54
2025-01-07 12:23:48,3495,38,7.27,36.43,0.78,1.173,0.475,0.0,277,-1.06,-0.25,360,19.5,36,997.0,0.5,4.19,16.24,0,54
2025-01-07 12:23:49,3381,42,7.74,42.1,0.98,1.248,0.552,2.01,3524,3.29,1.24,359,19.5,36,997.0,0.499,4.19,16.72,0,54
2025-01-07 12:23:50,3787,36,7.4,35.07,0.71,1.193,0.454,0.0,281,-1.99,-0.43,361,19.5,36,997.1,0.5,4.2,16.36,0,54
2025-01-07 12:23:51,2921,40,6.35,33.05,0.74,1.025,0.433,2.02,3523,2.36,1.12,361,19.5,36,997.1,0.501,4.2,16.44,0,54
2025-01-07 12:23:52,2365,48,6.25,38.51,1.03,1.008,0.503,0.0,279,-0.93,-0.75,360,19.5,36,997.1,0.499,4.19,16.44,0,54
2025-01-07 12:23:53,2484,46,6.3,37.41,0.96,1.015,0.49,2.01,3523,2.24,1.3,360,19.5,36,996.9,0.499,4.19,16.44,0,54
2025-01-07 12:23:54,2496,47,6.55,40.07,1.06,1.056,0.523,0.0,280,-0.93,-0.75,359,19.5,36,996.9,0.499,4.19,16.32,0,54
2025-01-07 12:23:55,2752,45,6.87,40.28,1.02,1.108,0.528,2.0,3526,2.36,1.3,359,19.5,36,996.9,0.5,4.19,16.44,0,54
2025-01-07 12:23:56,3086,40,6.68,34.58,0.77,1.077,0.453,0.0,277,-1.06,-0.37,360,19.5,36,997.1,0.499,4.19,16.28,0,54
2025-01-07 12:23:57,2740,41,6.22,33.62,0.78,1.004,0.441,1.99,3524,2.42,1.18,360,19.5,36,997.1,0.5,4.19,16.16,0,54
2025-01-07 12:23:58,2468,47,6.37,38.47,1.0,1.027,0.503,0.0,280,-1.06,-0.43,360,19.5,36,997.1,0.5,4.2,16.04,0,54
2025-01-07 12:23:59,2782,46,7.09,42.38,1.09,1.144,0.555,1.98,3524,2.36,1.3,360,19.5,36,997.1,0.5,4.2,16.12,0,54
2025-01-07 12:24:00,3030,42,7.04,38.81,0.92,1.136,0.509,0.0,279,-1.12,-0.56,361,19.5,36,997.1,0.5,4.19,16.08,0,54
2025-01-07 12:24:01,2883,43,6.9,38.98,0.95,1.112,0.511,2.0,3522,2.42,1.37,360,19.5,36,997.1,0.499,4.19,16.12,0,54
2025-01-07 12:24:02,2867,44,6.91,39.27,0.96,1.114,0.515,0.0,283,-0.87,-0.62,360,19.5,36,997.2,0.5,4.19,16.12,0,54
2025-01-07 12:24:03,2839,42,6.53,35.66,0.84,1.053,0.468,1.98,3522,2.42,1.24,360,19.5,36,997.2,0.5,4.19,16.32,0,54
2025-01-07 12:24:04,2385,48,6.3,38.83,1.04,1.017,0.507,0.0,279,-0.81,-0.37,359,19.5,36,997.2,0.499,4.19,16.28,0,54
2025-01-07 12:24:05,2034,55,6.32,44.8,1.39,1.019,0.571,2.01,3526,2.42,1.37,360,19.5,36,997.1,0.5,4.19,16.08,0,54
2025-01-07 12:24:06,2389,52,6.94,46.38,1.35,1.119,0.598,0.0,281,-1.12,-0.62,360,19.5,36,997.1,0.5,4.19,16.0,0,54
2025-01-07 12:24:07,2923,46,7.35,43.38,1.1,1.185,0.568,2.0,3527,2.36,1.37,360,19.4,36,997.1,0.5,4.19,15.72,0,54
2025-01-07 12:24:08,2386,52,6.92,46.2,1.34,1.116,0.596,0.0,279,-0.81,-0.43,359,19.4,36,997.0,0.5,4.19,15.6,0,54
2025-01-07 12:24:09,2626,46,6.74,40.55,1.05,1.088,0.53,1.98,3523,2.24,1.37,360,19.4,36,997.0,0.5,4.19,16.04,0,54
2025-01-07 12:24:10,2562,47,6.61,39.86,1.04,1.066,0.521,0.0,281,-0.87,-0.19,360,19.4,36,997.0,0.5,4.19,15.72,0,54
2025-01-07 12:24:11,2119,52,6.17,41.35,1.21,0.995,0.533,1.99,3526,2.55,1.43,359,19.4,36,996.9,0.5,4.18,16.24,0,54
2025-01-07 12:24:12,2569,42,5.92,32.34,0.76,0.954,0.424,0.0,277,-0.93,-0.5,360,19.4,36,996.9,0.5,4.19,15.96,0,54
2025-01-07 12:24:13,2296,46,5.81,34.53,0.89,0.938,0.452,1.99,3526,2.55,1.43,360,19.4,36,996.9,0.5,4.19,16.08,0,54
2025-01-07 12:24:14,2755,44,6.75,38.96,0.97,1.089,0.511,0.0,277,-0.99,-0.5,360,19.4,36,997.1,0.499,4.19,16.24,0,54
2025-01-07 12:24:15,2816,44,6.89,39.76,0.99,1.112,0.521,1.99,3528,2.17,1.43,360,19.4,36,997.1,0.5,4.19,16.24,0,54
2025-01-07 12:24:16,2556,45,6.35,37.04,0.93,1.023,0.485,0.0,280,-0.87,-0.43,360,19.4,36,997.1,0.5,4.19,16.32,0,54
2025-01-07 12:24:17,3554,35,6.77,31.38,0.62,1.092,0.405,2.01,3523,2.3,1.3,359,19.4,36,997.1,0.5,4.19,16.64,0,54
2025-01-07 12:24:18,3327,36,6.6,31.71,0.65,1.065,0.412,0.0,280,-1.24,-0.25,359,19.4,36,997.1,0.5,4.19,16.4,0,54
2025-01-07 12:24:19,2283,46,5.79,34.39,0.88,0.933,0.45,1.99,3522,2.42,1.24,359,19.4,36,997.1,0.5,4.19,16.4,0,54
2025-01-07 12:24:20,2648,41,5.88,31.16,0.71,0.948,0.408,0.0,280,-1.06,-0.37,360,19.4,36,997.2,0.5,4.19,16.04,0,54
2025-01-07 12:24:21,2475,46,6.31,37.74,0.97,1.018,0.494,1.99,3524,2.55,1.3,360,19.4,36,997.2,0.5,4.19,16.16,0,54
2025-01-07 12:24:22,1828,57,5.87,42.8,1.37,0.946,0.541,0.0,279,-0.81,-0.43,360,19.3,36,997.2,0.5,4.2,16.12,0,54
2025-01-07 12:24:23,2189,52,6.35,42.44,1.24,1.024,0.547,1.98,3526,2.48,1.3,360,19.3,36,997.0,0.5,4.19,16.2,0,54
2025-01-07 12:24:24,2501,46,6.41,38.51,1.0,1.035,0.504,0.0,276,-1.18,-0.68,360,19.3,36,997.0,0.5,4.19,16.12,0,54
2025-01-07 12:24:25,2645,44,6.41,36.66,0.9,1.034,0.481,2.0,3526,2.17,1.18,359,19.4,36,997.0,0.5,4.2,16.16,0,54
2025-01-07 12:24:26,2653,44,6.51,37.61,0.94,1.05,0.493,0.0,283,-0.81,-0.5,360,19.4,36,997.1,0.5,4.2,16.08,0,54
2025-01-07 12:24:27,2501,44,6.09,34.98,0.87,0.983,0.459,1.98,3526,2.3,1.37,361,19.4,36,997.1,0.5,4.2,16.04,0,54
2025-01-07 12:24:28,3001,40,6.53,33.98,0.76,1.053,0.445,0.0,284,-1.06,-0.56,359,19.3,36,997.1,0.5,4.19,15.76,0,54
2025-01-07 12:24:29,3214,38,6.68,33.39,0.71,1.077,0.436,2.02,3523,2.3,1.37,360,19.3,36,997.1,0.499,4.19,16.4,0,54
2025-01-07 12:24:30,3051,38,6.4,32.29,0.69,1.033,0.422,0.0,279,-0.81,-0.37,359,19.3,36,997.1,0.5,4.19,15.96,0,54
2025-01-07 12:24:31,2323,45,5.83,34.33,0.87,0.94,0.45,1.99,3523,2.17,1.18,359,19.3,36,997.1,0.5,4.19,16.2,0,54
2025-01-07 12:24:32,2105,47,5.48,33.37,0.88,0.884,0.436,0.0,279,-0.87,-0.25,359,19.3,36,997.1,0.5,4.19,16.12,0,54
2025-01-07 12:24:33,2324,46,5.89,34.95,0.9,0.949,0.458,2.02,3526,2.55,1.18,360,19.3,36,997.1,0.5,4.19,16.16,0,54
2025-01-07 12:24:34,2229,51,6.29,41.06,1.17,1.015,0.532,0.0,279,-0.87,-0.5,359,19.3,36,997.1,0.5,4.19,16.08,0,54
2025-01-07 12:24:35,2475,45,6.17,36.11,0.91,0.995,0.473,2.01,3526,2.42,1.49,360,19.3,36,996.9,0.5,4.19,16.12,0,54
2025-01-07 12:24:36,3018,39,6.42,32.79,0.71,1.036,0.429,0.0,279,-0.93,-0.5,360,19.3,36,996.9,0.501,4.19,16.04,0,54
2025-01-07 12:24:37,2462,47,6.41,38.99,1.03,1.034,0.509,2.0,3527,2.48,1.18,360,19.3,36,996.9,0.5,4.19,15.88,0,54
2025-01-07 12:24:38,2686,43,6.34,35.38,0.85,1.022,0.464,0.0,280,-0.81,-0.43,360,19.3,36,997.1,0.501,4.19,15.84,0,54
2025-01-07 12:24:39,2553,44,6.14,34.83,0.85,0.99,0.457,1.99,3523,2.3,1.3,360,19.3,36,997.1,0.5,4.19,16.04,0,54
2025-01-07 12:24:40,2531,44,6.13,34.98,0.86,0.988,0.459,0.0,279,-0.81,-0.5,358,19.3,36,997.1,0.5,4.19,16.0,0,54
2025-01-07 12:24:41,3186,37,6.43,31.33,0.65,1.037,0.408,2.02,3527,2.67,1.18,360,19.3,36,997.2,0.5,4.19,15.8,0,54
2025-01-07 12:24:42,3232,37,6.44,31.08,0.64,1.039,0.404,0.0,280,-0.99,-0.37,360,19.3,36,997.2,0.5,4.19,15.88,0,54
2025-01-07 12:24:43,3096,38,6.42,32.02,0.68,1.035,0.418,2.02,3523,2.42,1.18,360,19.2,36,997.2,0.5,4.19,16.04,0,54
2025-01-07 12:24:44,2390,46,6.02,35.62,0.91,0.972,0.466,0.0,280,-1.06,-0.43,360,19.2,36,997.1,0.5,4.19,15.72,0,54
2025-01-07 12:24:45,2443,44,5.9,33.65,0.83,0.952,0.441,1.98,3523,2.17,1.68,360,19.2,36,997.1,0.5,4.19,15.96,0,54
2025-01-07 12:24:46,2498,44,6.1,35.11,0.87,0.984,0.46,0.0,277,-0.87,-0.25,360,19.3,36,997.1,0.5,4.19,16.08,0,54
2025-01-07 12:24:47,2287,47,6.0,36.76,0.97,0.968,0.48,2.01,3526,2.3,1.49,360,19.3,36,997.1,0.5,4.2,16.2,0,54
2025-01-07 12:24:48,2365,49,6.38,40.04,1.09,1.029,0.521,0.0,280,-1.43,-0.37,359,19.3,36,997.1,0.5,4.19,16.04,0,54
2025-01-07 12:24:49,2527,51,7.24,47.9,1.38,1.168,0.619,2.0,3526,2.67,1.49,360,19.3,36,997.1,0.5,4.19,16.04,0,54
2025-01-07 12:24:50,2591,52,7.52,50.29,1.47,1.213,0.649,0.0,279,-0.81,-0.62,360,19.3,36,997.1,0.5,4.19,16.04,0,54
2025-01-07 12:24:51,1919,62,6.73,53.04,1.84,1.085,0.655,2.02,3526,2.3,1.43,360,19.3,36,997.1,0.5,4.19,16.0,0,54
2025-01-07 12:24:52,1594,65,5.89,48.53,1.77,0.95,0.59,0.0,281,-0.87,-0.56,360,19.3,36,997.1,0.5,4.19,15.96,0,54
2025-01-07 12:24:53,1961,55,5.99,41.84,1.28,0.966,0.535,2.01,3526,2.73,1.37,359,19.3,36,997.3,0.5,4.19,16.24,0,54
2025-01-07 12:24:54,2629,47,6.78,40.93,1.07,1.094,0.535,0.0,280,-1.06,-0.56,359,19.3,36,997.3,0.5,4.19,16.08,0,54
2025-01-07 12:24:55,3758,39,7.98,40.62,0.88,1.286,0.531,2.01,3524,6.89,1.12,360,19.2,36,997.3,0.5,4.19,16.12,0,54
2025-01-07 12:24:56,3700,39,7.93,40.74,0.89,1.279,0.533,0.0,283,-0.87,-0.62,360,19.2,36,997.1,0.5,4.19,16.08,0,54
2025-01-07 12:24:57,3386,41,7.69,41.6,0.96,1.241,0.546,1.98,3526,2.42,1.43,360,19.2,36,997.1,0.5,4.19,16.12,0,54
2025-01-07 12:24:58,2652,47,6.84,41.3,1.08,1.104,0.54,0.0,279,-1.49,-0.62,361,19.2,36,997.1,0.5,4.19,16.36,0,54
2025-01-07 12:24:59,2383,51,6.81,44.94,1.29,1.099,0.581,2.01,3526,2.36,1.37,359,19.2,36,997.0,0.499,4.19,16.48,0,54
2025-01-07 12:25:00,2337,52,6.73,44.66,1.29,1.085,0.577,0.0,279,-0.74,-0.62,359,19.2,36,997.0,0.5,4.19,16.36,0,54
2025-01-07 12:25:01,2321,47,6.1,37.46,0.99,0.985,0.489,2.04,3526,2.98,1.37,360,19.2,36,997.0,0.5,4.19,16.44,0,54
2025-01-07 12:25:02,2505,51,7.16,47.28,1.36,1.155,0.611,0.0,280,-1.37,-0.62,360,19.2,36,997.2,0.499,4.19,16.32,0,54
2025-01-07 12:25:03,3077,51,8.67,56.54,1.6,1.399,0.732,1.99,3527,3.04,1.49,360,19.2,36,997.2,0.5,4.19,16.0,0,54
2025-01-07 12:25:04,3528,49,9.56,60.19,1.64,1.542,0.784,0.0,281,-1.68,-0.62,359,19.2,36,997.2,0.5,4.19,16.08,0,54
2025-01-07 12:25:05,3879,48,10.36,64.47,1.74,1.671,0.84,2.01,3526,2.79,2.05,360,19.2,36,996.9,0.5,4.19,16.28,0,54
2025-01-07 12:25:06,3845,46,9.87,59.29,1.54,1.592,0.776,0.0,277,-1.3,-0.81,360,19.2,36,996.9,0.499,4.19,16.28,0,54
2025-01-07 12:25:07,2624,56,8.19,58.34,1.82,1.321,0.742,2.01,3522,2.36,1.8,360,19.2,36,996.9,0.5,4.19,16.2,0,54
2025-01-07 12:25:08,2708,49,7.3,45.74,1.24,1.177,0.596,0.0,277,-1.12,-0.62,360,19.2,36,997.1,0.5,4.19,15.8,0,54
2025-01-07 12:25:09,2574,45,6.41,37.54,0.95,1.034,0.492,2.02,3524,2.55,1.3,359,19.2,36,997.1,0.5,4.19,16.12,0,54
2025-01-07 12:25:10,2201,51,6.28,41.38,1.19,1.013,0.535,0.0,280,-0.81,-0.43,360,19.2,36,997.1,0.5,4.19,16.4,0,54
2025-01-07 12:25:11,2461,49,6.72,42.56,1.17,1.083,0.554,1.95,3523,2.42,1.24,359,19.2,36,997.1,0.5,4.19,16.44,0,54
2025-01-07 12:25:12,2470,49,6.68,42.02,1.15,1.078,0.547,0.0,280,-1.24,-0.62,359,19.2,36,997.1,0.5,4.19,16.08,0,54
2025-01-07 12:25:13,2785,43,6.53,36.25,0.86,1.053,0.476,2.02,3526,2.36,1.24,360,19.2,36,997.1,0.5,4.2,16.28,0,54
2025-01-07 12:25:14,3052,39,6.47,32.96,0.72,1.044,0.431,0.0,279,-0.99,-0.37,361,19.2,36,997.2,0.5,4.19,15.96,0,54
2025-01-07 12:25:15,2483,48,6.56,40.39,1.08,1.058,0.527,1.98,3526,2.36,1.37,360,19.2,36,997.2,0.5,4.2,16.16,0,54
2025-01-07 12:25:16,1663,65,6.12,50.33,1.83,0.987,0.612,0.0,276,-1.18,-0.68,360,19.2,36,997.2,0.5,4.19,16.24,0,54
2025-01-07 12:25:17,1843,60,6.22,47.43,1.59,1.004,0.592,1.98,3527,2.36,1.3,359,19.2,36,997.0,0.5,4.19,15.96,0,54
2025-01-07 12:25:18,2688,45,6.62,38.38,0.96,1.068,0.503,0.0,283,-1.18,-0.68,360,19.2,36,997.0,0.5,4.19,15.84,0,54
2025-01-07 12:25:19,3052,42,7.01,38.28,0.9,1.131,0.502,2.0,3524,2.42,1.43,360,19.1,36,997.0,0.5,4.19,16.08,0,54
2025-01-07 12:25:20,3246,39,6.98,35.98,0.79,1.126,0.471,0.0,279,-1.18,-0.56,360,19.1,36,997.1,0.5,4.19,16.28,0,54
2025-01-07 12:25:21,3048,40,6.73,35.5,0.8,1.086,0.465,2.01,3528,2.42,1.24,360,19.1,36,997.1,0.5,4.19,16.44,0,54
2025-01-07 12:25:22,2492,45,6.16,35.8,0.9,0.993,0.469,0.0,276,-0.99,-0.37,358,19.2,36,997.1,0.5,4.19,16.16,0,54
2025-01-07 12:25:23,3056,36,5.98,28.42,0.57,0.965,0.368,2.01,3524,2.67,1.06,359,19.2,36,997.1,0.5,4.19,16.4,0,54
2025-01-07 12:25:24,3686,35,6.99,32.29,0.63,1.127,0.416,0.0,277,-1.55,-0.25,360,19.2,36,997.1,0.5,4.19,16.08,0,54
2025-01-07 12:25:25,3635,40,7.93,41.41,0.92,1.28,0.542,1.99,3524,2.42,1.18,359,19.1,36,997.1,0.5,4.2,16.2,0,54
2025-01-07 12:25:26,3762,38,7.81,38.98,0.83,1.259,0.509,0.0,276,-1.06,-0.43,360,19.1,36,997.1,0.5,4.19,16.44,0,54
2025-01-07 12:25:27,3507,37,6.98,33.62,0.69,1.126,0.437,1.97,3524,2.48,1.18,360,19.1,36,997.1,0.5,4.2,16.2,0,54
2025-01-07 12:25:28,2754,45,6.81,39.57,0.99,1.098,0.519,0.0,281,-0.81,-0.43,359,19.1,36,997.1,0.5,4.19,16.0,0,54
2025-01-07 12:25:29,2371,47,6.18,37.63,0.99,0.997,0.492,2.01,3524,2.17,1.3,360,19.1,36,997.1,0.5,4.19,16.0,0,54
2025-01-07 12:25:30,2267,48,6.09,38.07,1.03,0.982,0.496,0.0,276,-1.06,-0.62,360,19.1,36,997.1,0.5,4.19,16.04,0,54
2025-01-07 12:25:31,2742,44,6.67,38.29,0.95,1.076,0.502,1.99,3526,1.99,1.43,359,19.1,36,997.1,0.5,4.19,15.8,0,54
2025-01-07 12:25:32,2715,42,6.2,33.61,0.78,0.999,0.441,0.0,281,-1.12,-0.37,360,19.1,36,997.3,0.5,4.19,15.96,0,54
2025-01-07 12:25:33,2837,39,6.04,30.87,0.67,0.975,0.404,2.0,3526,2.11,1.3,359,19.1,36,997.3,0.5,4.19,16.16,0,54
2025-01-07 12:25:34,2801,41,6.26,33.35,0.76,1.01,0.437,0.0,277,-0.93,-0.5,360,19.1,36,997.3,0.5,4.19,16.0,0,54
2025-01-07 12:25:35,2440,45,6.12,36.07,0.92,0.988,0.472,2.02,3527,2.36,2.86,360,19.1,36,997.2,0.5,4.19,15.92,0,54
2025-01-07 12:25:36,2383,46,6.05,36.05,0.93,0.976,0.472,0.0,283,-0.93,-0.74,359,19.1,36,997.2,0.499,4.19,15.92,0,54
2025-01-07 12:25:37,2785,41,6.26,33.51,0.77,1.01,0.439,2.01,3526,2.36,1.24,360,19.0,36,997.2,0.5,4.19,16.04,0,54
2025-01-07 12:25:38,4328,29,6.8,26.68,0.44,1.097,0.329,0.0,279,-1.12,-0.37,360,19.0,36,997.3,0.5,4.19,15.96,0,54
2025-01-07 12:25:39,3653,33,6.59,29.18,0.55,1.063,0.373,2.02,3526,2.42,1.06,359,19.0,36,997.3,0.499,4.2,16.2,0,54
2025-01-07 12:25:40,2967,39,6.29,31.97,0.69,1.014,0.418,0.0,279,-1.06,-0.43,360,19.0,36,997.3,0.5,4.19,16.08,0,54
2025-01-07 12:25:41,3022,38,6.25,31.09,0.66,1.007,0.405,2.02,3524,2.17,1.24,360,19.0,36,997.1,0.5,4.19,16.08,0,54
2025-01-07 12:25:42,2781,40,6.02,31.16,0.69,0.971,0.408,0.0,280,-1.3,-0.62,359,19.0,36,997.1,0.5,4.19,16.16,0,54
2025-01-07 12:25:43,2961,39,6.24,31.63,0.68,1.007,0.413,2.01,3523,2.54,1.12,359,19.0,36,997.1,0.5,4.2,16.2,0,54
2025-01-07 12:25:44,2939,39,6.27,32.1,0.7,1.012,0.42,0.0,280,-0.81,-0.43,360,19.0,36,997.0,0.5,4.19,16.32,0,54
2025-01-07 12:25:45,2429,42,5.59,30.51,0.72,0.901,0.4,2.02,3527,2.23,1.37,359,19.0,36,997.0,0.5,4.19,16.28,0,54
2025-01-07 12:25:46,1918,52,5.61,37.79,1.11,0.905,0.487,0.0,280,-0.87,-0.37,359,19.1,36,997.0,0.499,4.2,16.44,0,54
2025-01-07 12:25:47,2472,44,5.96,33.94,0.83,0.962,0.445,2.01,3526,2.17,1.24,359,19.1,36,997.2,0.5,4.2,16.2,0,54
2025-01-07 12:25:48,3475,35,6.55,30.1,0.59,1.057,0.388,0.0,281,-0.93,-0.43,359,19.1,36,997.2,0.5,4.19,16.08,0,54
2025-01-07 12:25:49,3247,38,6.7,33.32,0.71,1.081,0.434,2.02,3524,2.48,1.18,358,19.0,36,997.2,0.5,4.19,16.12,0,54
2025-01-07 12:25:50,2620,43,6.23,34.98,0.85,1.004,0.459,0.0,280,-1.06,-0.37,360,19.0,36,997.1,0.5,4.19,16.0,0,54
2025-01-07 12:25:51,2794,44,6.71,38.01,0.93,1.082,0.499,2.0,3524,2.73,1.18,359,19.0,36,997.1,0.5,4.19,16.12,0,54
2025-01-07 12:25:52,2949,42,6.74,36.63,0.85,1.087,0.48,0.0,280,-0.87,-0.5,360,19.0,36,997.1,0.5,4.19,15.68,0,54
2025-01-07 12:25:53,2633,43,6.18,34.35,0.82,0.997,0.451,1.99,3527,2.36,1.24,359,19.0,36,997.0,0.5,4.19,15.8,0,54
2025-01-07 12:25:54,2431,48,6.44,39.77,1.06,1.039,0.519,0.0,280,-1.3,-0.31,359,19.0,36,997.0,0.5,4.19,16.08,0,54
2025-01-07 12:25:55,3676,39,7.76,39.35,0.85,1.252,0.514,1.98,3527,3.23,1.24,359,19.0,36,997.0,0.5,4.19,16.08,0,54
2025-01-07 12:25:56,4347,36,8.4,39.48,0.79,1.356,0.511,0.0,279,-1.3,-0.62,360,19.0,36,997.2,0.5,4.19,15.96,0,54
2025-01-07 12:25:57,3978,40,8.61,44.61,0.99,1.389,0.584,2.0,3524,2.61,1.24,360,19.0,36,997.2,0.5,4.19,16.36,0,54
2025-01-07 12:25:58,4193,36,8.25,39.33,0.8,1.33,0.51,0.0,277,-1.55,-0.68,360,19.0,36,997.2,0.5,4.19,16.2,0,54
2025-01-07 12:25:59,3571,38,7.5,37.81,0.81,1.209,0.494,1.98,3524,2.36,1.24,359,19.0,36,996.9,0.5,4.2,16.32,0,54
2025-01-07 12:26:00,2882,41,6.54,35.33,0.82,1.055,0.463,0.0,277,-1.06,-0.56,360,19.0,36,996.9,0.499,4.21,16.44,0,54
2025-01-07 12:26:01,2555,43,6.0,33.4,0.8,0.968,0.438,1.98,3524,2.23,1.55,360,19.0,36,996.9,0.5,4.19,16.32,0,54
2025-01-07 12:26:02,2645,42,6.06,32.96,0.77,0.977,0.432,0.0,280,-1.12,-0.37,360,19.0,36,997.0,0.5,4.19,16.36,0,54
2025-01-07 12:26:03,3306,35,6.19,28.25,0.55,0.998,0.363,1.98,3518,2.3,0.99,360,19.0,36,997.0,0.5,4.2,16.24,0,54
2025-01-07 12:26:04,2831,40,6.19,32.4,0.72,0.999,0.424,0.0,277,-1.24,-0.31,359,19.0,36,997.0,0.5,4.2,16.2,0,54
2025-01-07 12:26:05,2645,42,6.1,33.37,0.78,0.983,0.438,2.01,3523,2.17,1.24,359,19.0,36,997.2,0.5,4.2,16.48,0,54
2025-01-07 12:26:06,2817,39,5.96,30.27,0.66,0.961,0.396,0.0,277,-0.87,-0.5,361,19.0,36,997.2,0.5,4.2,16.24,0,54
2025-01-07 12:26:07,2824,39,6.04,30.98,0.68,0.974,0.405,2.02,3526,2.17,1.18,360,19.0,36,997.2,0.5,4.2,16.28,0,54
2025-01-07 12:26:08,2700,42,6.2,33.86,0.79,1.001,0.444,0.0,281,-1.12,-0.5,360,19.0,36,997.2,0.5,4.2,16.08,0,54
2025-01-07 12:26:09,3048,39,6.52,33.44,0.73,1.052,0.437,2.0,3526,2.17,1.12,360,19.0,36,997.2,0.499,4.19,16.28,0,54
2025-01-07 12:26:10,3047,39,6.51,33.35,0.73,1.05,0.436,0.0,277,-0.93,-0.25,360,18.9,36,997.2,0.5,4.19,16.12,0,54
2025-01-07 12:26:11,2145,47,5.63,34.46,0.91,0.908,0.45,2.02,3523,2.54,1.37,359,18.9,36,997.0,0.499,4.19,16.28,0,54
2025-01-07 12:26:12,2880,38,5.96,29.71,0.63,0.961,0.387,0.0,276,-1.18,-0.43,359,18.9,36,997.0,0.5,4.2,16.36,0,54
2025-01-07 12:26:13,3436,36,6.68,31.55,0.63,1.078,0.408,1.97,3522,2.17,1.18,361,18.9,36,997.0,0.5,4.19,16.2,0,54
