Datetime,NO2,NO,NOx,Tc,P,Fc,Foz,PDVs,PDVg,Ts,Er,Mode
2025-01-07 11:03:10,3.7,-10.25,-6.6,9.9,954.95,1512.0,50.6,1.083529,0.108,110.4,0.0,80.0
2025-01-07 11:03:20,14.15,-13.85,0.29999999999999993,9.9,955.05,1578.0,50.75,1.0832025,0.108,110.05,0.0,80.0
2025-01-07 11:03:30,10.8,-11.9,-1.0999999999999999,9.9,955.25,1582.5,50.9,1.082915,0.108,109.9,0.0,80.0
2025-01-07 11:03:40,-1.1,-11.05,-12.2,9.9,954.95,1531.0,50.95,1.082648,0.1085,109.95,0.0,80.0
2025-01-07 11:03:50,-0.25,-13.0,-13.3,9.9,954.9000000000001,1586.5,50.75,1.0823955,0.109,110.05,0.0,80.0
2025-01-07 11:04:00,-1.3,-12.0,-13.2,9.95,954.9,1579.0,51.099999999999994,1.082101,0.109,110.25,0.0,80.0
2025-01-07 11:04:10,-5.050000000000001,-6.05,-11.1,9.9,954.95,1528.5,50.8,1.0817865,0.109,110.3,0.0,80.0
2025-01-07 11:04:20,-3.3,-3.85,-7.2,10.0,954.9,1573.5,50.849999999999994,1.081493,0.109,110.4,0.0,80.0
2025-01-07 11:04:30,2.05,-7.6,-5.6,10.0,954.8499999999999,1573.5,51.1,1.081147,0.109,110.3,0.0,80.0
2025-01-07 11:04:40,2.95,-4.8,-1.85,10.0,954.6500000000001,1539.5,51.099999999999994,1.0808155,0.109,110.3,0.0,80.0
2025-01-07 11:04:50,0.5,0.45,1.05,10.0,954.6500000000001,1584.5,50.85,1.0804475,0.11,110.2,0.0,80.0
2025-01-07 11:05:00,-1.3,0.45,-0.8500000000000001,10.0,954.7,1582.0,51.15,1.0800875,0.11,110.2,0.0,80.0
2025-01-07 11:05:10,-1.75,-3.85,-5.6,10.0,954.6,1542.5,51.05,1.0797145000000001,0.11,110.2,0.0,80.0
2025-01-07 11:05:20,-0.04999999999999999,-8.35,-8.45,10.0,954.6,1586.5,50.95,1.079352,0.11,110.25,0.0,80.0
2025-01-07 11:05:30,1.3,-9.899999999999999,-8.5,10.0,954.6500000000001,1580.5,51.05,1.0790375,0.11,110.3,0.0,80.0
2025-01-07 11:05:40,1.35,-7.95,-6.6,10.0,954.6,1541.0,51.05,1.0791515,0.11,110.3,0.0,80.0
2025-01-07 11:05:50,0.6,-7.65,-7.1,10.0,954.55,1586.5,51.2,1.079904,0.111,110.3,0.0,80.0
2025-01-07 11:06:00,1.3,-7.550000000000001,-6.300000000000001,10.0,954.4,1582.5,51.45,1.0811505000000001,0.111,110.3,0.0,80.0
2025-01-07 11:06:10,1.2,-6.050000000000001,-4.85,10.0,954.45,1548.0,51.400000000000006,1.0826,0.111,110.3,0.0,80.0
2025-01-07 11:06:20,1.0,-4.35,-3.35,10.0,954.45,1588.5,51.1,1.0839225,0.1145,110.3,0.0,80.0
2025-01-07 11:06:30,1.4,-3.8,-2.4,10.0,954.5,1585.5,51.2,1.085026,0.1145,110.3,0.0,80.0
2025-01-07 11:06:40,1.7,-3.05,-1.35,10.0,954.5,1543.0,51.099999999999994,1.0859275,0.113,110.3,0.0,80.0
2025-01-07 11:06:50,1.85,-2.4000000000000004,-0.55,10.05,954.55,1585.0,51.0,1.0865985,0.115,110.3,0.0,80.0
2025-01-07 11:07:00,2.1,-1.6,0.5,10.1,954.5,1582.5,51.0,1.0871135,0.115,110.3,0.0,80.0
